Optimum Control ID,OC Description,SalesGroup,Combined Label,Red,Yellow,Green,GHG Emission (g),N lost (g),Land Use (m^2),Freshwater Withdrawals (L),Stress-Weighted Water Use (L),GHG Emission (g) / 100g,N lost (g) / 100g,Freshwater Withdrawals (L) / 100g,Stress-Weighted Water Use (L) / 100g,Land Use (m^2) / 100g
R-66874,CYCLONE PINEAPPPLE LEMON STRAW,FT ICE CREAM NOVELTY,Green,False,False,True,1.6414,0.0,0.00239,0.01,0.07,164.14,0.0,1.0,7.0,0.24
R-64332,DDP YOGURT RAISINS,FT GRAB & GO,Yellow,False,True,False,2.9782,0.02607,0.00226,0.26,13.0,297.82,2.61,26.0,1300.0,0.23
R-34663,DES|Bar|Sundae,FT DESSERTS,Red,True,False,False,965.19558185,3.88841742,0.9653004749999858,3.89,4223.86,486.38,1.96,1.96,2128.46,0.49
R-52808,DES|Biscotti|MC|Asst,FT DESSERTS,Red,True,False,False,1151.3624400000074,0.2973105000000019,7.593530400000047,2.74,24.26,1045.6,0.27,2.49,22.03,6.9
R-40496,DES|Biscotti|Wendel's|Almond ,FT DESSERTS,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-24464,DES|Biscotti|Wendel's|Asst|GF,FT DESSERTS,Red,True,False,False,153.57569,0.0468605,1.0102954000000002,0.57,9.63,1016.05,0.31,3.77,63.71,6.68
R-39331,DES|Biscotti|Wendel's|Asst|GF.,FT DESSERTS,Red,True,False,False,76.787845,0.02343025,0.5051477000000001,0.29,4.82,1016.05,0.31,3.84,63.78,6.68
R-40581,DES|Biscotti|Wendel's|Chocolat,FT DESSERTS,Red,True,False,False,305.62888000000004,0.078921,2.0157008000000003,0.73,6.44,1045.6,0.27,2.5,22.03,6.9
R-47480,DES|Brownie|Black Bean,FT DESSERTS,Yellow,False,True,False,0.563325,0.005476,0.0018092999999999,0.16,4.74,152.25,1.48,43.24,1281.08,0.49
R-52792,DES|Brownie|MC,FT DESSERTS,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-22312,DES|Cake|Cheesecake|New York,FT DESSERTS,Green,False,False,True,1.5225,0.0148,0.0048899999999999,0.42,12.82,1.22,0.01,0.34,10.26,0.0
R-48241,DES|Cake|Rondine Tiramisu,FT DESSERTS,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-22310,DES|Cake|Slice Asst,FT DESSERTS,Green,False,False,True,16.841209875,0.16371094,0.0540909794999988,4.89,142.08,14.6,0.14,4.24,123.17,0.05
R-55145,DES|Cake|Valentine Choco Heart,FT DESSERTS,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-40013,DES|Cheesecake|Chuckanut|Berry,FT DESSERTS,Red,True,False,False,1006.8752000000104,10.542900000000111,1.1819800000000125,176.2,9092.33,891.04,9.33,155.93,8046.31,1.05
R-42345,DES|Cheesecake|Chuckanut|Choco,FT DESSERTS,Red,True,False,False,1006.8752000000104,10.542900000000111,1.1819800000000125,176.2,9092.33,891.04,9.33,155.93,8046.31,1.05
R-23333,DES|Cheesecake|Chuckanut|GF,FT DESSERTS,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-30535,DES|Cheesecake|Chuckanut|GF.,FT DESSERTS,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-38924,DES|Cheesecake|Chuckanut|NY,FT DESSERTS,Red,True,False,False,18187.641168002458,190.4411610000257,21.350638200002887,3182.8,164238.87,891.04,9.33,155.93,8046.31,1.05
R-24556,DES|Cheesecake|Valentine|Slice,FT DESSERTS,Red,True,False,False,16929.76000000271,177.27000000002838,19.874000000003186,2962.67,152879.89,891.04,9.33,155.93,8046.31,1.05
R-55289,DES|Chocolate Pudding Praline,FT DESSERTS,Yellow,False,True,False,613.9504253393666,4.79945701357466,0.6219067873302933,74.62,4291.46,227.39,1.78,27.64,1589.43,0.23
R-43301,DES|Churro,FT DESSERTS,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-56141,DES|Cookie|Easter Egg|CK,FT DESSERTS,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-34660,DES|Cookie|Easter Egg|Trump,FT DESSERTS,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-56139,DES|Cookie|Easter Sugar,FT DESSERTS,Green,False,False,True,1.6414,0.0,0.00239,0.01,0.07,164.14,0.0,1.0,7.0,0.24
R-40975,DES|Cookie|Festive,FT DESSERTS,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-39459,DES|Cookie|Pumpkin Sugar|CK,FT DESSERTS,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-39844,DES|Cookie|Pumpkin Sugar|CK.,FT DESSERTS,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-49713,DES|Cookie|Shamrock,FT DESSERTS,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-33034,DES|Cookie|Shortbread,FT DESSERTS,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-40974,DES|Cookie|Shortbread.,FT DESSERTS,Green,False,False,True,1.5225,0.0148,0.0,0.42,12.82,152.25,1.48,42.0,1282.0,0.0
R-19605,DES|Cookie|Small,FT DESSERTS,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-20399,DES|Cookie|Supreme Asst,FT DESSERTS,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-55087,DES|Cookie|Valentine Heart|CK,FT DESSERTS,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-49301,DES|Cookie|Valentine Heart|CK,FT DESSERTS,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-55070,DES|Cookie|Valentine Heart|Tru,FT DESSERTS,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-55069,DES|Cookie|Valentine Sandwich ,FT DESSERTS,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-45849,DES|Cookie|Wendel's|Almond,FT DESSERTS,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-40508,DES|Cookie|Wendel's|Choc Chip,FT DESSERTS,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-40021,DES|Cookie|Wendel's|Ginger,FT DESSERTS,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-20381,DES|Cookie|Wendel's|Ginger.,FT DESSERTS,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-48895,DES|Cookie|Xmas|Ginger Bear,FT DESSERTS,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-33032,DES|Cookie|Xmas|Ginger People,FT DESSERTS,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-41328,DES|Cookie|Xmas|Ginger People.,FT DESSERTS,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-48237,DES|Cookie|Xmas|GingerMan|Trum,FT DESSERTS,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-33031,DES|Cookie|Xmas|Gingersnap,FT DESSERTS,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-54261,DES|Cookie|Xmas|Snowflake,FT DESSERTS,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-54186,DES|Cookie|Xmas|Tree/Bell,FT DESSERTS,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-22313,DES|Eclair|Chocolate,FT DESSERTS,Green,False,False,True,85.25999999999999,0.8288000000000001,0.2738399999999943,23.48,718.02,83.59,0.81,23.02,703.94,0.27
R-55862,DES|Hot Cross Bun,FT DESSERTS,Green,False,False,True,1.6414,0.0,0.00239,0.01,0.07,164.14,0.0,1.0,7.0,0.24
R-22309,DES|Jello|Asst,FT DESSERTS,Green,False,False,True,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.02,0.02,0.0
R-23335,DES|Muffin|Blueberry|GF,FT DESSERTS,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-53141,DES|Pie|Lemon Meringue|Slice ,FT DESSERTS,Yellow,False,True,False,0.2542575,0.0024716,0.0008166299999999,0.07,2.14,152.25,1.48,41.92,1281.44,0.49
R-24807,DES|Pie|Pecan & Cream|Slice,FT DESSERTS,Green,False,False,True,195.7614575,0.7887116000000001,0.2192166299999999,0.86,856.21,130.51,0.53,0.57,570.81,0.15
R-22311,DES|Pie|Slice Asst,FT DESSERTS,Green,False,False,True,0.2545117575,0.0024740716,0.0008174466299999,0.07,2.14,0.18,0.0,0.05,1.5,0.0
R-48864,DES|Pudding|Brown Rice ,FT DESSERTS,Green,False,False,True,260.09481378800723,1.7638440527981625,0.2504174513342459,49.55,1122.63,139.27,0.94,26.53,601.14,0.13
R-23940,DES|Rice Krispy|Valentine,FT DESSERTS,Green,False,False,True,2.5345,0.0053,0.00217,1.57,4.63,253.45,0.53,157.0,463.0,0.22
R-30499,DES|Soft Serve|8oz,FT DESSERTS,Green,False,False,True,30.353814400000005,0.616214530909091,0.02303392,3.88,191.61,13.55,0.28,1.73,85.54,0.01
R-40497,DES|Square|Wendel's|Brownie,FT DESSERTS,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-39816,DES|Square|Wendel's|Nanaimo,FT DESSERTS,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-22314,DES|Square|Whole| Asst,FT DESSERTS,Green,False,False,True,6.245904000000001,0.06071552,0.0200607359999995,1.72,52.6,9.36,0.09,2.58,78.8,0.03
R-21283,DES|Square|Whole| Asst.,FT DESSERTS,Green,False,False,True,6.245904000000001,0.06071552,0.0200607359999995,1.72,52.6,9.36,0.09,2.58,78.8,0.03
R-22861,DES|Strudel|Asst,FT DESSERTS,Green,False,False,True,1.1573748,0.0107559,0.0034931699999999,0.28,8.54,115.85,1.08,28.03,854.85,0.35
R-47092,DES|Tart||Pumpkin|CK,FT DESSERTS,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-23889,DES|Tart|Butter,FT DESSERTS,Green,False,False,True,1.5225,0.0148,0.0048899999999999,0.42,12.82,2.42,0.02,0.67,20.35,0.01
R-33536,"DES|Tart|Lemon|3"" ",FT DESSERTS,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-33033,DES|Tart|Mincemeat Mini,FT DESSERTS,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-40978,DES|Tart|Mincemeat|CK,FT DESSERTS,Green,False,False,True,1.5225,0.0148,0.0,0.42,12.82,152.25,1.48,42.0,1282.0,0.0
R-40015,DES|Tart|Wendel's|Buttertart,FT DESSERTS,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-22327,DES|Tart|Wendel's|Choc Pecan,FT DESSERTS,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-39815,DES|Tart|Wendel's|Choc Pecan.,FT DESSERTS,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-24557,DESSERT|Choc.Valent|cookie,DESSERTS,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-40736,DIM SUM|Beef Balls (3),FT DIM SUM,Red,True,False,False,88.19748,0.70527,0.0,3.9,140.29,2939.92,23.51,130.0,4676.33,0.0
R-22843,DIM SUM|Bun| Chicken (1),FT DIM SUM,Yellow,False,True,False,1.986875,0.038575,0.0,0.32,7.23,198.69,3.86,32.0,723.0,0.0
R-38424,DIM SUM|Bun|BBQ Pork (1),FT DIM SUM,Red,True,False,False,5.677,0.0737999999999999,0.0,1.11,33.53,567.7,7.38,111.0,3353.0,0.0
R-54728,DIM SUM|Combo M&M,FT DIM SUM,Red,True,False,False,60.18138599999999,0.4208539999999999,0.0,5.5,186.58,1003.02,7.01,91.67,3109.67,0.0
R-30481,DIM SUM|Gyoza Chicken (3),FT DIM SUM,Yellow,False,True,False,5.960625,0.115725,0.0,0.97,21.69,198.69,3.86,32.33,723.0,0.0
R-30482,DIM SUM|Gyoza Veg (3),FT DIM SUM,Green,False,False,True,3.0381,0.03405,0.0,0.75,23.64,101.27,1.14,25.0,788.0,0.0
R-53045,DIM SUM|Shrimp Corn Dumpling 3,FT DIM SUM,Red,True,False,False,720.4576312500016,4.93033125000001,0.0,81.71,2725.21,850.1,5.82,96.41,3215.59,0.0
R-38421,DIM SUM|Shrimp Ha Gow (3),FT DIM SUM,Red,True,False,False,33.97485,0.1276499999999999,0.0,2.44,92.34,1132.49,4.26,81.33,3078.0,0.0
R-38423,DIM SUM|Shrimp Pork Siu Mai(3),FT DIM SUM,Red,True,False,False,25.502925,0.1745249999999999,0.0,2.89,96.47,850.1,5.82,96.33,3215.67,0.0
R-22240,DIM SUM|SOUP|Won Ton,FT DIM SUM,Green,False,False,True,231.67231822463864,2.65180973493305,0.7665256561620073,46.48,1525.94,46.33,0.53,9.3,305.19,0.15
R-61777,DIM SUM|Wonton|Deep Fried (3),FT DIM SUM,Yellow,False,True,False,50.710125000000005,0.1761249999999999,0.1051199999999992,3.43,135.97,461.0,1.6,31.18,1236.09,0.96
R-38420,DIM SUM|Wrap Sticky Rice|SIDE,FT DIM SUM,Yellow,False,True,False,4.31728,0.04407,0.0,1.35,19.17,431.73,4.41,135.0,1917.0,0.0
R-68193,DNR||Blueberry Compote|SIDE,FEAST,Yellow,False,True,False,151.7578568476878,0.2324160058060809,0.0947328009031681,30.0,1199.19,252.93,0.39,50.0,1998.65,0.16
R-54079,DNR||Grilled Cheese|Italian,FT GRILL FREATURES,Red,True,False,False,915.1045055572832,9.918933695078742,1.4906554867125943,120.55,4561.97,486.76,5.28,64.12,2426.58,0.79
R-24157,DNR|Add Bacon|2 pcs,FT GRILL DAY,Red,True,False,False,560.3955,7.569600000000001,1.1981399999999942,103.19,3091.83,2801.98,37.85,515.95,15459.15,5.99
R-61823,DNR|BlackBean Hash|VEGAN,FT GRILL BREAKFAST,Yellow,False,True,False,646.9180225387141,6.641976225875037,1.8809389336891889,70.29,2128.18,242.29,2.49,26.33,797.07,0.7
R-56987,DNR|Blood Orange Pancake|2 PC,FT GRILL BREAKFAST,Green,False,False,True,315.653296586,1.347606189333333,0.6865027260999916,37.63,1130.3,179.48,0.77,21.4,642.68,0.39
R-67593,DNR|Buffalo Chicken Fries,FT GRILL FREATURES,Green,False,False,True,677.0457237139874,9.973546994237404,1.3295443401032845,57.24,1358.43,196.25,2.89,16.59,393.75,0.39
R-70769,DNR|Buffalo Wings|TAILGATE,FEAST,Red,True,False,False,1482.2466551741848,34.578878487930176,3.5052415847703724,118.06,1496.95,342.72,8.0,27.3,346.12,0.81
R-71655,DNR|Burger|bacon & Egg,FT GRILL FREATURES,Red,True,False,False,5556.18376600278,47.73818847961163,16.480518606315652,319.84,10948.28,1616.12,13.89,93.03,3184.51,4.79
R-61828,DNR|Burger|Bacon Blue,FT GRILL FREATURES,Red,True,False,False,5655.809007400005,49.26090100000005,16.032271100000006,361.19,13548.46,2163.68,18.85,138.18,5183.08,6.13
R-50706,DNR|Burger|Bacon Jam & Egg,FT GRILL FREATURES,Red,True,False,False,5348.590065750294,45.78975145861988,15.544648948655317,296.21,10706.94,1838.02,15.74,101.79,3679.39,5.34
R-54583,DNR|Burger|BBQ Chicken,FT GRILL FREATURES,Yellow,False,True,False,882.1936253673471,18.799969332577472,2.087128158805744,63.58,462.36,360.37,7.68,25.97,188.87,0.85
R-71328,DNR|Burger|Buffalo chicken,FT GRILL FREATURES,Yellow,False,True,False,663.3350673391519,12.781002781790448,1.368149111046964,49.38,1502.79,226.39,4.36,16.85,512.9,0.47
R-26776,DNR|Burger|Classic Beef,FT GRILL DAY,Red,True,False,False,4823.455548346158,38.44471617692312,14.472864525384631,198.45,7334.45,1893.05,15.09,77.89,2878.54,5.68
R-50697,DNR|Burger|Classic Cheese,FT GRILL DAY,Red,True,False,False,4927.005421429306,39.424227967753005,14.56637276360755,217.01,8340.91,1980.32,15.85,87.22,3352.48,5.85
R-62685,DNR|Burger|Classic Chicken,FT GRILL DAY,Red,True,False,False,804.1708406292518,18.289432448979586,1.9622762193877543,60.76,322.01,366.53,8.34,27.69,146.77,0.89
R-51200,DNR|Burger|Feast Beast ,FEAST,Red,True,False,False,10110.786249399742,84.26382316921182,30.17689306104829,500.98,17734.19,2192.3,18.27,108.63,3845.26,6.54
R-52805,DNR|Burger|FEAST SIGNATURE,FT GRILL DAY,Red,True,False,False,5495.7366839089145,47.34585571319874,15.825485121501783,323.46,11556.41,1713.15,14.76,100.83,3602.39,4.93
R-51202,DNR|Burger|Garden Chicken,FT GRILL FREATURES,Red,True,False,False,791.5848072959184,18.290701198979587,1.9298262193877544,61.65,369.62,350.57,8.1,27.3,163.69,0.85
R-50662,DNR|Burger|Greek Chicken,FT GRILL DAY,Red,True,False,False,1005.7916750947484,20.74603864679225,2.3267014226958507,99.34,2274.16,402.64,8.31,39.77,910.39,0.93
R-26781,DNR|Burger|Hawaiian Chicken,FT GRILL DAY,Red,True,False,False,1078.404393226474,19.858282236678004,2.8330442906179,112.09,1801.74,400.3,7.37,41.61,668.8,1.05
R-50704,DNR|Burger|Kim chi ,FT GRILL FREATURES,Red,True,False,False,4806.1661377316,38.49444345388672,14.519804737454129,198.05,7347.75,1748.98,14.01,72.07,2673.87,5.28
R-50709,DNR|Burger|Onion Ring ,FT GRILL FREATURES,Red,True,False,False,4986.277618876786,40.028329149475695,14.755150421170573,221.24,8518.8,1668.78,13.4,74.04,2851.02,4.94
R-51203,DNR|Burger|Queso Fiesta ,FT GRILL FREATURES,Red,True,False,False,4963.532519127208,39.506791544594726,14.749881261410582,212.51,8434.13,1842.45,14.66,78.88,3130.73,5.48
R-50702,DNR|Burger|Spicy black bean,FEAST,Yellow,False,True,False,275.0321768130939,2.146502071578546,0.6869372983833453,27.39,1415.83,209.31,1.63,20.84,1077.5,0.52
R-50655,DNR|Burger|Swiss Mushroom,FT GRILL DAY,Red,True,False,False,4956.074235242929,39.67787510483938,14.634976607209296,220.04,8461.87,1777.66,14.23,78.92,3035.13,5.25
R-64843,DNR|Burger|Tandoori TMRW|VEGAN,FEAST,Green,False,False,True,195.31756482207467,1.919238766012811,0.2219567296473401,18.64,907.18,101.69,1.0,9.7,472.29,0.12
R-44876,DNR|Buttermilk Pancakes|2 pcs,FT GRILL BREAKFAST,Green,False,False,True,226.113,1.48,0.5965499999999899,42.46,1285.19,99.03,0.65,18.6,562.86,0.26
R-70798,DNR|Dog|Cheesesteake|TAILGATE,FEAST,Yellow,False,True,False,355.7954000857044,2.771168326544505,0.5496042916295238,27.59,1888.61,332.52,2.59,25.79,1765.06,0.51
R-70797,DNR|Dog|Kansas City|TAILGATE,FEAST,Red,True,False,False,743.3192566666667,9.758313617724868,1.6025637791005205,127.21,3870.32,906.49,11.9,155.13,4719.9,1.95
R-52754,DNR|Egg Almost Any Style|Side,FT GRILL BREAKFAST,Yellow,False,True,False,130.84895263686644,2.0203928773388573,0.2740957165429142,20.89,614.54,251.63,3.89,40.17,1181.81,0.53
R-26788,DNR|Fries|Potato,FT GRILL DAY,Green,False,False,True,134.04966571428574,1.2541214285714286,0.2711428571428561,1.33,69.02,66.99,0.63,0.66,34.49,0.14
R-71601,DNR|FRIES|Spicy Spiral,FT GRILL FREATURES,Green,False,False,True,79.4,1.0,0.104,0.52,15.66,39.7,0.5,0.26,7.83,0.05
R-50669,DNR|Grilled Cheese|Bacon Avo,FT GRILL FREATURES,Red,True,False,False,1328.161927549755,14.701144507905449,2.1419270387787366,192.3,7594.84,518.81,5.74,75.12,2966.73,0.84
R-50665,DNR|Grilled Cheese|Classic,FT GRILL DAY,Red,True,False,False,753.5149105471074,7.03273374732674,0.9218154925701986,88.68,4484.31,433.05,4.04,50.97,2577.19,0.53
R-54762,DNR|Grilled Cheese|Ham&Cheese,FT GRILL FREATURES,Red,True,False,False,763.3464105471074,7.165533747326741,0.9428354925701984,90.49,4538.55,436.2,4.09,51.71,2593.46,0.54
R-28254,DNR|Grilled Cheese|PestoTomato,FT GRILL FREATURES,Yellow,False,True,False,575.8766655572832,5.332203695078739,0.6539234867125985,53.87,2735.68,259.4,2.4,24.27,1232.29,0.29
R-61825,DNR|Grilled Cheese|Philly,FT GRILL FREATURES,Red,True,False,False,2042.599775053298,17.676018814453414,4.646887810930046,158.15,7331.38,844.05,7.3,65.35,3029.5,1.92
R-61826,DNR|Grilled Cheese|Pulled Pork,FT GRILL FREATURES,Red,True,False,False,1415.3097157852028,15.957110063464308,2.332481335162784,209.67,8117.03,604.83,6.82,89.6,3468.82,1.0
R-50668,DNR|Grilled Cheese|Spicy Jalap,FT GRILL FREATURES,Red,True,False,False,897.0828509060971,8.681284258887636,1.1234187964698723,113.43,5692.43,395.19,3.82,49.97,2507.68,0.49
R-67998,DNR|Grilled Cheese|Turkey&Swis,FT GRILL FREATURES,Red,True,False,False,810.5985072474076,8.691433659726746,1.084005483937699,92.67,4408.85,431.17,4.62,49.29,2345.13,0.58
R-67920,DNR|Hashbrowns|RATIO,FT GRILL BREAKFAST,Green,False,False,True,253.15757142857143,3.009642857142857,0.3562857142857142,1.6,47.29,41.84,0.5,0.26,7.82,0.06
R-57004,DNR|Hearty VeganChili|TAILGATE,FT HOMESKILLET,Green,False,False,True,298.3413847800879,2.704465119222674,1.133107338179845,21.65,1116.16,96.86,0.88,7.03,362.39,0.37
R-71297,DNR|Mini Corndogs,FEAST,Green,False,False,True,61.0702,0.02025,0.00522,0.13,1.05,218.11,0.07,0.46,3.75,0.02
R-56090,DNR|Onion Ring|SIDE,FT GRILL FREATURES,Green,False,False,True,123.42155581395347,1.4218348837209305,0.0986788372093023,0.8,24.76,52.52,0.61,0.34,10.54,0.04
R-71656,DNR|Onion Rings,FT GRILL FREATURES,Green,False,False,True,223.2296636212625,2.0031138704318936,0.6020072757475048,3.07,194.51,97.06,0.87,1.33,84.57,0.26
R-70032,DNR|Pancake|Apple Cinnamon,FEAST,Green,False,False,True,197.46376,1.5890583333333337,0.5244199999999916,49.2,1200.03,115.56,0.93,28.79,702.29,0.31
R-53360,DNR|Pancake|BananaCaramel|2pc,FT GRILL DAY,Green,False,False,True,425.4207115384616,2.557532051282051,1.0950519230769062,70.98,2144.04,95.78,0.58,15.98,482.71,0.25
R-68919,DNR|Pancake|Blueberry,FT GRILL BREAKFAST,Yellow,False,True,False,278.6328568476878,1.4657493391394143,0.5022328009031597,65.02,2267.75,212.9,1.12,49.68,1732.78,0.38
R-70992,DNR|Pancake|Blueberry basil,FEAST,Green,False,False,True,323.51358000000005,1.7741,0.56866799999999,82.56,2910.66,118.36,0.65,30.2,1064.88,0.21
R-50634,DNR|Pancake|Peaches & Cream,FT GRILL DAY,Green,False,False,True,518.845633,2.9367904166666663,0.9377074999999896,45.46,2709.94,134.77,0.76,11.81,703.88,0.24
R-50647,DNR|Pancake|Pumpkin Spice|2PC,FT GRILL BREAKFAST,Red,True,False,False,707.8557916666667,4.3267375,1.3712149999999832,73.51,4029.24,505.61,3.09,52.51,2878.03,0.98
R-51192,DNR|Pancake|Rasp Choc Chip,FT GRILL BREAKFAST,Green,False,False,True,387.809166,2.8873200000000003,1.0029309999999811,95.15,3056.49,96.95,0.72,23.79,764.12,0.25
R-26799,DNR|Pancakes|Blueberry|2PC,FT GRILL BREAKFAST,Green,False,False,True,326.930832522,1.768196245,0.57831893999999,82.49,2907.83,119.61,0.65,30.18,1063.84,0.21
R-26786,DNR|Poutine|Classic,FT GRILL DAY,Yellow,False,True,False,635.0782138322191,6.58531778868039,0.8305412946304345,94.74,4886.89,230.94,2.39,34.45,1777.05,0.3
R-71518,DNR|Roasted Mushrooms,FEAST,Green,False,False,True,87.91905527950311,1.2059931677018634,0.235045900621118,12.41,448.4,70.34,0.96,9.93,358.72,0.19
R-56458,DNR|Sandwich|Crispy Cod,FEAST,Yellow,False,True,False,655.3516898326371,8.681337413759648,0.9145602820876454,191.85,1106.09,383.25,5.08,112.19,646.84,0.53
R-71651,DNR|SauteeSpinach & Kale|SIDE,FT GRILL BREAKFAST,Green,False,False,True,233.64840535714288,1.6429307142857148,0.9104791785714288,14.44,558.79,155.77,1.1,9.63,372.53,0.61
R-27422,DNR|Scrambled Eggs|SIDE,FT GRILL BREAKFAST,Red,True,False,False,610.7485857142857,10.200321428571428,1.1414761904761903,105.48,3103.51,407.17,6.8,70.32,2069.01,0.76
R-46336,DNR|Side Grilled Tomato|1pc,FT GRILL BREAKFAST,Green,False,False,True,79.0348227106227,0.8110146520146522,0.054303663003663,7.9,459.6,87.82,0.9,8.78,510.67,0.06
R-27334,DNR|Spiced French Toast,FT GRILL BREAKFAST,Red,True,False,False,1232.0893339774802,10.4814059697556,1.7761576902620773,85.08,5223.53,427.81,3.64,29.54,1813.73,0.62
R-71577,DNR|Toast|Smashed Chickpea ,FEAST,Yellow,False,True,False,217.560582,0.8854279999999999,1.4510862,1.17,48.07,206.22,0.84,1.11,45.56,1.38
R-67562,DNR|Tuna Melt,FT GRILL FREATURES,Yellow,False,True,False,833.422421581568,10.877471258762805,1.0819384083894474,221.79,2493.83,324.92,4.24,86.47,972.25,0.42
R-27423,DNR|Turkey Bfast Sausage|Side,FT GRILL BREAKFAST,Red,True,False,False,329.9700824925207,8.760002190000549,0.863250215812554,27.77,25.01,439.96,11.68,37.03,33.35,1.15
R-71576,DNR|Vegan Breakfast|PLATE,FEAST,Yellow,False,True,False,36.03015091836735,0.3167489795918367,0.1121168877551019,3.43,121.84,211.94,1.86,20.18,716.71,0.66
