IngredientId,Qty,Uom,Conversion,InvFactor,Recipe
I-1813,600.000,ml,0.03381406,162.1622,P-26053
I-3434,1.700,Kg,1.00000000,0.4595,P-26053
I-4695,50.000,g,0.00220462,13.5135,P-26053
I-5983,1.400,L,1.00000000,0.3784,P-26053
I-6026,4.000,g,1.00000000,1.0811,P-26053
P-26020,50.000,g,0.00100000,13.5135,P-26053
I-36672,2.250,Kg,2.20462000,0.5000,P-26090
I-5983,3.500,L,1.00000000,0.7778,P-26090
I-36672,2.260,Kg,2.20462000,0.4982,P-26143
I-5983,2.500,L,1.00000000,0.5511,P-26143
I-3312,500.000,g,0.03527399,74.0741,P-26164
I-3629,500.000,g,0.03527399,74.0741,P-26164
I-3630,375.000,g,0.03527399,55.5556,P-26164
I-3632,250.000,g,1.00000000,37.0370,P-26164
I-3637,250.000,g,1.00000000,37.0370,P-26164
I-3640,750.000,g,1.00000000,111.1111,P-26164
I-3643,500.000,g,0.00100000,74.0741,P-26164
I-3658,1500.000,g,0.00100000,222.2222,P-26164
I-3660,500.000,g,0.00100000,74.0741,P-26164
I-6026,1000.000,g,1.00000000,148.1481,P-26164
I-6466,625.000,g,1.00000000,92.5926,P-26164
I-3388,100.000,ml,0.00100000,34.4828,P-26216
I-3416,1.500,Kg,2.20462000,0.5172,P-26216
I-5983,20.000,L,1.00000000,6.8966,P-26216
I-6026,10.000,g,1.00000000,3.4483,P-26216
I-3388,4.000,L,1.00000000,1.0000,P-26381
I-3623,115.000,g,1.00000000,28.7500,P-26381
I-4657,907.000,g,0.00220462,226.7500,P-26381
I-30167,0.225,Kg,2.20462000,0.1324,P-26382
I-4341,0.020,Kg,12.59785000,0.0118,P-26382
I-4787,0.040,Kg,2.20462000,0.0235,P-26382
I-4832,0.225,Kg,2.20462000,0.1324,P-26382
I-4978,0.225,Kg,1.00000000,0.1324,P-26382
P-26020,0.055,Kg,1.00000000,0.0324,P-26382
P-26164,0.075,Kg,1.00000000,0.0441,P-26382
P-26381,0.050,L,1.00000000,0.0294,P-26382
P-31957,0.522,Kg,1.00000000,0.3071,P-26382
P-38515,0.225,Kg,1.00000000,0.1324,P-26382
P-45194,0.225,Kg,1.00000000,0.1324,P-26382
I-2897,55.000,g,0.00100000,15.7143,P-26383
I-3370,25.000,g,0.95015160,7.1429,P-26383
I-3388,1.200,L,1.00000000,0.3429,P-26383
I-3630,80.000,g,0.03527399,22.8571,P-26383
I-6443,2.000,L,35.21126761,0.5714,P-26383
P-18907,60.000,g,1.00000000,17.1429,P-26383
P-26020,40.000,g,0.00100000,11.4286,P-26383
P-7444,40.000,g,0.00100000,11.4286,P-26383
I-1813,100.000,ml,0.03381406,83.3333,P-26385
I-3389,100.000,ml,0.00100000,83.3333,P-26385
I-3623,10.000,g,1.00000000,8.3333,P-26385
P-18907,15.000,g,1.00000000,12.5000,P-26385
P-20239,1.000,Kg,1.00000000,0.8333,P-26385
P-7444,0.010,Kg,1.00000000,0.0083,P-26385
I-3392,125.000,ml,0.00100000,27.5573,P-26390
I-36577,2.500,Kg,2.20462000,0.5511,P-26390
I-5983,5.000,L,1.00000000,1.1023,P-26390
I-6026,2.000,g,1.00000000,0.4409,P-26390
P-28989,3.000,Kg,1.00000000,1.0909,P-26401
P-32809,45.000,g,0.00100000,16.3636,P-26401
I-2159,1.000,CT,1.00000000,1.0000,P-26481
I-3381,1.000,Kg,1.00000000,0.0011,P-26497
I-3477,2.000,Kg,2.20462000,0.5000,P-26884
I-5983,2.000,L,1.00000000,0.5000,P-26884
I-6026,10.000,g,1.00000000,2.5000,P-26884
I-3388,60.000,ml,0.00100000,75.0000,P-26913
P-18907,10.000,g,1.00000000,12.5000,P-26913
P-50721,1.000,Kg,1.00000000,1.2500,P-26913
I-3143,2.840,L,1.00000000,1.5778,P-28989
I-1813,45.000,ml,0.03381406,22.5000,P-28994
I-3388,120.000,ml,0.00100000,60.0000,P-28994
I-3434,45.000,g,0.00100000,22.5000,P-28994
P-18907,5.000,g,1.00000000,2.5000,P-28994
P-26020,60.000,g,0.00100000,30.0000,P-28994
P-28989,1.701,Kg,1.00000000,0.8505,P-28994
I-1813,50.000,ml,0.03381406,8.6957,P-30796
I-60772,4.000,L,1.00000000,0.6957,P-30796
P-44728,80.000,g,1.00000000,13.9130,P-30796
P-7139,2.000,L,1.00000000,0.3478,P-30796
I-3149,2.840,L,1.00000000,1.6322,P-31957
I-1813,200.000,ml,0.03381406,9.0909,P-32800
I-3654,50.000,g,1.00000000,2.2727,P-32800
I-42360,50.000,g,1.00000000,2.2727,P-32800
I-60772,1.800,L,1.00000000,0.0818,P-32800
P-18907,50.000,g,1.00000000,2.2727,P-32800
P-24750,600.000,g,0.00100000,27.2727,P-32800
P-26020,120.000,g,0.00100000,5.4545,P-32800
P-28989,18.000,Kg,1.00000000,0.8182,P-32800
P-34880,100.000,g,0.00100000,4.5455,P-32800
P-9740,1.200,Kg,1.00000000,0.0545,P-32800
P-9765,4.500,Kg,1.00000000,0.2045,P-32800
I-3629,167.000,g,0.03527399,167.0000,P-32809
I-3630,167.000,g,0.03527399,167.0000,P-32809
I-3632,167.000,g,1.00000000,167.0000,P-32809
I-3639,167.000,g,1.00000000,167.0000,P-32809
I-5978,167.000,g,1.00000000,167.0000,P-32809
I-6026,75.000,g,1.00000000,75.0000,P-32809
I-1813,1000.000,ml,0.03381406,66.6667,P-33438
I-3389,250.000,ml,0.00100000,16.6667,P-33438
I-3434,1.000,Kg,1.00000000,0.0667,P-33438
I-5983,1.000,L,1.00000000,0.0667,P-33438
I-6026,25.000,g,1.00000000,1.6667,P-33438
P-26020,230.000,g,0.00100000,15.3333,P-33438
P-36505,7.200,Kg,1.00000000,0.4800,P-33438
I-4550,21.000,Kg,2.20462000,1.1667,P-34298
I-4626,430.000,g,0.00263158,1.3030,P-35255
I-2141,0.100,Kg,1.00000000,0.0465,P-35337
I-2217,0.500,L,1.00000000,0.2326,P-35337
I-3231,0.500,Kg,1.00000000,0.2326,P-35337
I-4919,10.000,g,0.00220462,4.6512,P-35337
I-5983,2.000,L,1.00000000,0.9302,P-35337
I-6026,22.000,g,1.00000000,10.2326,P-35337
I-8060,60.000,g,1.00000000,27.9070,P-35337
P-46869,0.170,Kg,1.00000000,0.0791,P-35337
P-7444,0.030,Kg,1.00000000,0.0140,P-35337
I-3388,250.000,ml,0.00100000,0.4545,P-35338
I-3695,20.000,ml,0.00100000,0.0364,P-35338
I-4463,80.000,g,0.00220462,0.1455,P-35338
I-4508,40.000,g,0.00220462,0.0727,P-35338
I-4695,80.000,g,0.00220462,0.1455,P-35338
P-18907,5.000,g,1.00000000,0.0091,P-35338
P-26020,45.000,g,0.00100000,0.0818,P-35338
I-17159,750.000,g,0.00220462,267.8571,P-35460
I-40944,225.000,g,1.00000000,80.3571,P-35460
I-6443,80.000,ml,0.03381406,28.5714,P-35460
P-18907,40.000,g,1.00000000,14.2857,P-35460
P-26020,30.000,g,0.00100000,10.7143,P-35460
P-26514,20.000,g,1.00000000,7.1429,P-35460
P-35689,1.400,Kg,1.00000000,0.5000,P-35460
P-39057,115.000,g,1.00000000,41.0714,P-35460
P-43440,125.000,g,0.00100000,44.6429,P-35460
P-44896,125.000,g,0.00100000,44.6429,P-35460
P-46492,20.000,g,0.00100000,7.1429,P-35460
I-35682,1.360,Kg,1000.00000000,0.4146,P-35689
I-5983,4.000,L,1.00000000,1.2195,P-35689
I-30178,4.000,SHEET,1.00000000,0.0267,P-35733
I-30504,5.000,g,1.00000000,0.0333,P-35733
I-3590,125.000,g,0.00100000,0.8333,P-35733
I-3660,5.000,g,0.00100000,0.0333,P-35733
I-6026,10.000,g,1.00000000,0.0667,P-35733
I-3149,2.840,L,1.00000000,1.6322,P-36504
I-3143,2.840,L,1.00000000,1.5778,P-36505
I-3388,2.000,L,1.00000000,0.0417,P-36566
I-4463,200.000,g,0.00220462,4.1667,P-36566
I-4896,2.000,Kg,2.20462000,0.0417,P-36566
I-5983,18.000,L,1.00000000,0.3750,P-36566
I-6443,1.000,L,35.21126761,0.0208,P-36566
P-50784,20.000,L,1.00000000,0.4167,P-36566
P-7444,500.000,ml,0.00100000,10.4167,P-36566
I-1813,4.500,L,35.21126761,0.2250,P-36571
I-3387,15.000,L,1.00000000,0.7500,P-36571
I-3660,120.000,g,0.00100000,6.0000,P-36571
P-18907,35.000,g,1.00000000,1.7500,P-36571
P-45053,180.000,g,1.00000000,9.0000,P-36571
I-18918,2.267,Kg,2.20462000,1.1335,P-36648
I-3625,10.000,g,1.00000000,5.0000,P-36648
I-3657,0.500,Kg,1.00000000,0.2500,P-36648
P-19175,11.500,Kg,1.00000000,1.0445,P-38515
I-3159,2.000,L,1.00000000,1.6667,P-38637
I-4375,1.000,CT,1.00000000,0.0067,P-39057
I-3388,200.000,ml,0.00100000,20.0000,P-40591
I-3392,50.000,ml,0.00100000,5.0000,P-40591
I-3431,200.000,g,0.00100000,20.0000,P-40591
P-57183,4.000,g,1.00000000,0.4000,P-40591
P-64015,10.000,Kg,1.00000000,1.0000,P-40591
I-3424,20.000,Kg,2.20462000,0.5000,P-40602
I-4572,11.400,Kg,2.20462000,1.0206,P-41094
I-36764,2.000,Kg,2.20462000,0.8000,P-41300
I-5983,3.000,L,1.00000000,1.2000,P-41300
I-19610,20.000,g,0.03527399,1.3333,P-41468
I-3312,10.000,g,0.03527399,0.6667,P-41468
I-3660,3.500,Kg,1.00000000,0.2333,P-41468
I-42230,15.000,g,1.00000000,1.0000,P-41468
I-4657,100.000,g,0.00220462,6.6667,P-41468
I-5983,8.000,L,1.00000000,0.5333,P-41468
I-9382,4.000,L,1.00000000,0.2667,P-41468
I-4745,3.600,Kg,2.20462000,0.1200,P-41547
I-4920,18.000,Kg,2.20462000,0.6000,P-41547
I-5983,4.000,L,1.00000000,0.1333,P-41547
I-6026,200.000,g,1.00000000,6.6667,P-41547
I-6443,150.000,ml,0.03381406,5.0000,P-41547
P-26514,635.000,g,1.00000000,21.1667,P-41547
P-51535,900.000,g,1.00000000,30.0000,P-41547
P-55427,500.000,g,0.00100000,16.6667,P-41547
P-7444,450.000,g,0.00100000,15.0000,P-41547
I-3388,4.000,L,1.00000000,1.0000,P-41913
I-3621,15.000,g,1.00000000,3.7500,P-41913
I-37478,200.000,g,1.00000000,50.0000,P-41913
I-4796,300.000,g,0.00220462,75.0000,P-41913
I-5978,25.000,g,1.00000000,6.2500,P-41913
I-6026,40.000,g,1.00000000,10.0000,P-41913
I-4626,490.000,g,0.00263158,1.0426,P-42425
I-4558,9.000,Kg,2.20462000,1.1250,P-43341
P-41468,16.000,L,1.00000000,2.0000,P-43341
I-3386,2.000,L,1.00000000,4.4444,P-43346
I-4745,2.350,Kg,2.20462000,5.2222,P-43346
I-6026,10.000,g,1.00000000,22.2222,P-43346
I-4894,2.500,Kg,2.20462000,0.0025,P-43583
I-51440,250.000,g,1.00000000,0.2500,P-43583
I-6026,50.000,g,1.00000000,0.0500,P-43583
I-10882,10.000,ml,0.00100000,0.0400,P-43674
I-3392,10.000,ml,0.00100000,0.0400,P-43674
I-3696,150.000,ml,1.00000000,0.6000,P-43674
I-47774,60.000,ml,0.00100000,0.2400,P-43674
I-6443,10.000,ml,0.03381406,0.0400,P-43674
I-9685,25.000,mg,0.00000220,0.1000,P-43674
P-48495,25.000,g,1.00000000,0.1000,P-43674
I-11401,454.000,g,0.00220462,1.1641,P-43699
I-51440,54.000,g,1.00000000,0.1385,P-43699
P-18907,3.000,g,1.00000000,0.0077,P-43699
I-2159,20.000,CT,1.00000000,1.0000,P-43737
I-5983,10.000,L,1.00000000,0.5000,P-43737
I-16215,1.000,Kg,1.00000000,0.2500,P-43918
I-3392,0.500,L,1.00000000,0.1250,P-43918
I-3590,0.100,Kg,1.00000000,0.0250,P-43918
I-3660,0.300,Kg,1.00000000,0.0750,P-43918
I-3696,0.750,L,1000.00000000,0.1875,P-43918
I-47774,0.500,L,1.00000000,0.1250,P-43918
I-5983,1.500,L,1.00000000,0.3750,P-43918
I-4626,10.000,CT,1.00000000,3.0303,P-43962
I-11207,30.000,g,1.00000000,34.8837,P-44082
I-3629,250.000,g,0.03527399,290.6977,P-44082
I-3630,250.000,g,0.03527399,290.6977,P-44082
I-42230,60.000,g,1.00000000,69.7674,P-44082
I-43851,125.000,g,1.00000000,145.3488,P-44082
I-43854,125.000,g,1.00000000,145.3488,P-44082
I-6026,20.000,g,1.00000000,23.2558,P-44082
I-11180,7.000,g,0.00100000,7.0000,P-44083
I-11813,300.000,g,1.00000000,300.0000,P-44083
I-3617,5.000,g,1.00000000,5.0000,P-44083
I-3660,2.500,cup,0.20000000,2.5000,P-44083
I-5983,0.500,L,1.00000000,0.5000,P-44083
I-3387,35.000,ml,0.00100000,23.3333,P-44494
P-44728,5.000,g,1.00000000,3.3333,P-44494
P-51524,1.700,Kg,1000.00000000,1.1333,P-44494
P-7444,30.000,ml,0.00100000,20.0000,P-44494
I-3386,5.000,ml,0.00100000,0.8333,P-44497
I-4375,1.000,CT,1.00000000,0.1667,P-44497
P-26019,1.000,g,1.00000000,0.1667,P-44497
I-4712,1.000,CT,1.00000000,0.0222,P-44585
I-3387,75.000,ml,0.00100000,41.6667,P-44633
I-4978,2.000,Kg,1.00000000,1.1111,P-44633
P-18907,7.000,g,1.00000000,3.8889,P-44633
I-3591,75.000,g,1.00000000,25.0000,P-44760
P-43674,100.000,ml,1.00000000,33.3333,P-44760
P-52997,3.000,Kg,1.00000000,1.0000,P-44760
I-10923,0.080,Kg,2.20462000,0.2286,P-44781
I-1813,0.025,L,35.21126761,0.0714,P-44781
I-3388,0.175,L,1.00000000,0.5000,P-44781
I-3389,0.025,L,1.00000000,0.0714,P-44781
I-3695,4.000,tsp,0.00473333,11.4286,P-44781
P-18907,5.000,g,1.00000000,14.2857,P-44781
P-44728,0.040,Kg,1000.00000000,0.1143,P-44781
P-45047,0.050,Kg,1.00000000,0.1429,P-44781
P-46870,4.000,g,1.00000000,11.4286,P-44781
P-7444,0.070,Kg,1.00000000,0.2000,P-44781
I-3143,1.000,L,1.00000000,1.2500,P-44790
I-11048,5.000,Kg,2.20462000,1.1111,P-44811
P-26019,50.000,g,1.00000000,11.1111,P-44811
P-7139,88.700,ml,0.00100000,19.7111,P-44811
I-4983,1.000,Kg,35.27399000,1.5385,P-44901
I-4724,1.000,Kg,2.20462000,0.0017,P-45053
I-3387,500.000,ml,0.00100000,105.2632,P-45118
P-18907,45.000,g,1.00000000,9.4737,P-45118
P-9851,5.000,Kg,1.00000000,1.0526,P-45118
I-4797,1.000,Kg,2.20462000,1.2500,P-45120
I-4786,1.000,Kg,2.20462000,1.2500,P-45121
P-9756,1.000,Kg,1.00000000,1.0000,P-45194
I-4724,1.000,Kg,2.20462000,1.6667,P-46492
I-4712,1.000,CT,1.00000000,0.6667,P-46515
I-2189,1.000,Kg,1000.00000000,1.1765,P-46519
P-18907,15.000,g,1.00000000,17.6471,P-46519
P-46515,2.000,g,1.00000000,2.3529,P-46519
I-3388,250.000,ml,0.00100000,50.0000,P-46639
I-3643,10.000,g,0.00100000,2.0000,P-46639
I-36672,2.000,Kg,2.20462000,0.4000,P-46639
I-6026,20.000,g,1.00000000,4.0000,P-46639
P-53277,5.000,L,1.00000000,1.0000,P-46639
P-53617,200.000,g,0.00100000,40.0000,P-46639
I-4709,1.000,CT,1.00000000,0.6667,P-46870
I-3388,0.400,L,1.00000000,0.0267,P-47018
I-3389,0.200,L,1.00000000,0.0133,P-47018
I-3475,3.300,Kg,1.00000000,0.2200,P-47018
I-4731,1.200,Kg,2.20462000,0.0800,P-47018
I-5978,0.080,Kg,1000.00000000,0.0053,P-47018
I-7725,0.160,Kg,35.27399000,0.0107,P-47018
P-46869,0.400,Kg,1.00000000,0.0267,P-47018
P-46870,0.080,Kg,1000.00000000,0.0053,P-47018
P-53277,12.000,L,1.00000000,0.8000,P-47018
P-7444,0.200,Kg,1.00000000,0.0133,P-47018
P-9746,1.000,Kg,2.20462000,0.0667,P-47018
I-4725,3.000,Kg,2.20462000,0.8000,P-47108
I-4737,1.000,Kg,2.20462000,0.2667,P-47108
P-46869,200.000,g,0.00100000,53.3333,P-47108
P-6605,200.000,g,0.00100000,53.3333,P-47108
I-3318,250.000,g,1.00000000,1.2500,P-47331
I-1813,750.000,ml,0.03381406,187.5000,P-47361
I-3321,12.000,mg,0.00000100,3.0000,P-47361
I-3387,2500.000,ml,0.00100000,625.0000,P-47361
I-9382,65.000,ml,0.00100000,16.2500,P-47361
P-18907,5.000,g,1.00000000,1.2500,P-47361
P-50429,90.000,g,1.00000000,1.0000,P-47377
I-14177,1.000,Kg,1.00000000,0.5000,P-47418
I-14179,1.000,Kg,1.00000000,0.5000,P-47418
I-17617,1.000,slice,1.00000000,0.0625,P-47550
P-47377,2.000,g,1.00000000,0.1250,P-47550
P-46869,750.000,g,0.00100000,375.0000,P-47824
P-55555,500.000,ml,0.00100000,250.0000,P-47824
P-7444,1.250,L,1.00000000,0.6250,P-47824
P-50802,2.250,Kg,1.00000000,1.1250,P-47826
I-12176,15.000,g,0.00100000,1.6534,P-47828
I-3416,10.000,Kg,2.20462000,1.1023,P-47828
I-5983,20.000,L,1.00000000,2.2046,P-47828
I-3387,1.500,L,1.00000000,1.5000,P-48489
I-4657,1.150,Kg,2.20462000,1.1500,P-48489
I-1813,20.000,ml,0.03381406,13.3333,P-48493
I-3386,25.000,ml,0.00100000,16.6667,P-48493
I-4725,0.500,Kg,2.20462000,0.3333,P-48493
I-4737,0.500,Kg,2.20462000,0.3333,P-48493
P-26019,2.000,g,1.00000000,1.3333,P-48493
I-12176,10.000,g,0.00100000,2.5000,P-50497
I-3388,100.000,ml,0.00100000,25.0000,P-50497
I-3424,2.000,Kg,2.20462000,0.5000,P-50497
I-5983,30.000,L,1.00000000,7.5000,P-50497
I-4508,200.000,g,0.00220462,1.0526,P-50500
I-4750,25.000,lb,1.00000000,1.0870,P-50550
I-4695,1.000,Kg,2.20462000,2.4510,P-50567
P-21077,5.000,Kg,1.00000000,1.0000,P-50677
P-41468,8.000,L,1.00000000,1.6000,P-50677
I-3660,0.125,Kg,1.00000000,0.2500,P-50683
I-40451,5.000,g,1.00000000,10.0000,P-50683
I-5983,0.120,L,1.00000000,0.2400,P-50683
I-9382,0.120,L,1.00000000,0.2400,P-50683
P-9713,0.250,Kg,1.00000000,0.5000,P-50683
I-12176,1.000,g,0.00100000,0.0100,P-50689
I-3388,10.000,ml,0.00100000,0.1000,P-50689
I-3643,0.500,g,0.00100000,0.0050,P-50689
P-9756,100.000,g,0.00100000,1.0000,P-50689
I-3110,0.100,Kg,1000.00000000,1.0000,P-50692
I-6820,10.000,g,0.00100000,100.0000,P-50692
P-18907,1.000,g,1.00000000,10.0000,P-50692
I-11048,1.000,Kg,2.20462000,1.2500,P-50713
I-3387,50.000,ml,0.00100000,62.5000,P-50713
P-18907,10.000,g,1.00000000,12.5000,P-50713
I-20342,2.000,Kg,2.20462000,1.0000,P-50721
I-4900,2.000,Kg,2.20462000,1.0000,P-50721
I-1813,90.000,ml,0.03381406,117.0351,P-50772
I-3387,300.000,ml,0.00100000,390.1170,P-50772
I-4463,360.000,g,0.00220462,468.1404,P-50772
I-5983,25.000,ml,0.00100000,32.5098,P-50772
I-6026,5.000,g,1.00000000,6.5020,P-50772
P-48495,80.000,g,1.00000000,104.0312,P-50772
P-7444,60.000,ml,0.00100000,78.0234,P-50772
I-4767,100.000,g,0.03527399,0.2000,P-50774
P-26019,100.000,g,1.00000000,0.2000,P-50774
P-44728,100.000,g,1.00000000,0.2000,P-50774
P-44901,100.000,g,0.00100000,0.2000,P-50774
P-45047,100.000,g,0.00100000,0.2000,P-50774
I-1813,50.000,ml,0.03381406,20.0000,P-50784
I-4472,12.000,CT,1.00000000,4.8000,P-50784
I-4973,1.000,Kg,1000.00000000,0.4000,P-50784
P-18907,20.000,g,1.00000000,8.0000,P-50784
I-4971,2.600,Kg,1.00000000,1.3000,P-50802
I-3387,100.000,ml,0.00100000,100.0000,P-50870
I-3631,10.000,g,1.00000000,10.0000,P-50870
P-44728,50.000,g,1.00000000,50.0000,P-50870
P-57007,1.000,Kg,1.00000000,1.0000,P-50870
I-3387,5.000,ml,0.00100000,45.4545,P-50872
P-18907,2.000,g,1.00000000,18.1818,P-50872
P-20239,0.100,Kg,1.00000000,0.9091,P-50872
P-50288,0.035,Kg,1.00000000,0.3182,P-50872
P-9746,8.000,g,0.00220462,72.7273,P-50872
I-3660,0.025,Kg,1.00000000,0.2500,P-50881
I-3696,0.060,L,1000.00000000,0.6000,P-50881
I-6026,2.500,g,1.00000000,25.0000,P-50881
I-7705,0.030,L,1.00000000,0.3000,P-50881
P-41300,1.000,Kg,1.00000000,1.0000,P-50883
P-50881,50.000,ml,0.00100000,50.0000,P-50883
P-13881,2.000,Kg,1.00000000,1.1111,P-50892
P-26019,10.000,g,1.00000000,5.5556,P-50892
P-7444,50.000,ml,0.00100000,27.7778,P-50892
P-9746,200.000,g,0.00220462,111.1111,P-50892
I-40936,200.000,g,1.00000000,76.9231,P-50921
I-51440,180.000,g,1.00000000,69.2308,P-50921
P-36505,3.600,Kg,1.00000000,1.3846,P-50921
I-4347,1.000,Kg,2.63158000,0.0012,P-51244
I-4473,1.000,HEAD,1.00000000,0.2500,P-51510
I-4737,1.000,Kg,2.20462000,0.0011,P-51524
I-4589,11.450,Kg,2.20462000,1.0905,P-51582
I-2911,150.000,g,0.00100000,6.0000,P-51922
I-35791,10.000,Kg,1000.00000000,0.4000,P-51922
I-3624,100.000,g,0.00100000,4.0000,P-51922
I-6006,4.000,L,1.00000000,0.1600,P-51922
P-32663,8.000,Kg,1.00000000,0.3200,P-51922
P-38637,4.000,Kg,1.00000000,0.1600,P-51922
P-50802,4.000,Kg,1.00000000,0.1600,P-51922
P-7444,2.000,Kg,1.00000000,0.0800,P-51922
I-4712,1.000,CT,1.00000000,0.1250,P-52620
I-5130,1.100,Kg,2.20462000,1.1000,P-52997
I-11808,2.500,Kg,2.20462000,0.2000,P-53003
I-13226,10.000,Kg,2.20462000,0.8000,P-53003
I-3141,300.000,ml,1.00000000,29.1262,P-53277
I-5983,10.000,L,1.00000000,0.9709,P-53277
P-57227,2.000,Kg,1.00000000,0.1942,P-53277
P-19175,1.000,Kg,1.00000000,1.0000,P-53617
I-3388,100.000,ml,0.00100000,22.2222,P-53993
P-18907,5.000,g,1.00000000,1.1111,P-53993
P-45194,5.000,Kg,1.00000000,1.1111,P-53993
I-3388,100.000,ml,0.00100000,26.6667,P-53995
I-8395,5.000,Kg,2.20462000,1.3333,P-53995
P-18907,5.000,g,1.00000000,1.3333,P-53995
I-16215,30.000,g,0.00100000,0.4000,P-54204
I-3321,10.000,g,0.00100000,0.1333,P-54204
I-3391,10.000,ml,0.00100000,0.1333,P-54204
I-3590,5.000,g,0.00100000,0.0667,P-54204
I-3696,10.000,ml,1.00000000,0.1333,P-54204
I-5983,10.000,ml,0.00100000,0.1333,P-54204
I-3591,5000.000,g,1.00000000,1666.6667,P-54344
I-1033,24.000,CT,1.00000000,1.0000,P-54556
P-26077,0.200,Kg,1.00000000,0.0083,P-54556
P-44728,50.000,g,1.00000000,2.0833,P-54556
I-3141,100.000,ml,1.00000000,25.0000,P-54603
I-3387,0.200,L,1.00000000,0.0500,P-54603
I-3481,1.360,Kg,1.00000000,0.3400,P-54603
I-4745,0.500,Kg,2.20462000,0.1250,P-54603
I-5983,4.000,L,1.00000000,1.0000,P-54603
P-18907,31.600,g,1.00000000,7.9000,P-54603
P-44728,150.000,g,1.00000000,37.5000,P-54603
P-45121,0.250,Kg,1.00000000,0.0625,P-54603
P-48933,250.000,g,0.00100000,62.5000,P-54603
I-3388,125.000,ml,0.00100000,18.7154,P-54606
I-3619,5.000,g,1.00000000,0.7486,P-54606
I-4745,1.000,Kg,2.20462000,0.1497,P-54606
I-6820,57.000,g,0.00100000,8.5342,P-54606
P-18907,10.000,g,1.00000000,1.4972,P-54606
P-44901,0.010,Kg,1.00000000,0.0015,P-54606
P-45120,0.500,Kg,1.00000000,0.0749,P-54606
P-52036,10.000,g,1.00000000,1.4972,P-54606
P-53277,375.000,ml,0.00100000,56.1461,P-54606
P-7444,45.000,ml,0.00100000,6.7375,P-54606
P-9756,1.000,Kg,1.00000000,0.1497,P-54606
P-9767,0.500,Kg,1.00000000,0.0749,P-54606
P-9769,1.000,Kg,2.20462000,0.1497,P-54606
P-9774,1.000,Kg,1.00000000,0.1497,P-54606
P-9784,1.000,Kg,1.00000000,0.1497,P-54606
P-9852,1.000,Kg,1.00000000,0.1497,P-54606
I-6876,120.000,g,0.00220462,20.0000,P-54697
I-4896,1.000,Kg,2.20462000,2.0000,P-54792
I-8060,150.000,g,1.00000000,300.0000,P-54792
P-18907,20.000,g,1.00000000,40.0000,P-54792
I-3223,7.000,L,1.00000000,0.9333,P-55260
I-36764,3.600,Kg,2.20462000,0.4800,P-55260
P-18907,25.000,g,1.00000000,3.3333,P-55260
I-11312,20.000,g,0.03527399,1.0000,P-55419
I-3223,20.000,L,1.00000000,1.0000,P-55419
I-3245,500.000,g,1.00000000,25.0000,P-55419
I-3388,600.000,ml,0.00100000,30.0000,P-55419
I-3435,280.000,ml,0.00100000,14.0000,P-55419
I-45114,1250.000,ml,0.03381406,62.5000,P-55419
I-4708,50.000,g,0.00220462,2.5000,P-55419
I-4894,560.000,g,0.00220462,28.0000,P-55419
I-6028,400.000,g,0.00100000,20.0000,P-55419
P-7444,140.000,g,0.00100000,7.0000,P-55419
I-4795,1.250,Kg,2.20462000,1.2500,P-55427
I-15358,16.000,ea,1.00000000,32.0000,P-55548
I-51440,118.000,g,1.00000000,236.0000,P-55548
P-18907,1.000,g,1.00000000,2.0000,P-55548
I-3387,500.000,ml,0.00100000,100.0000,P-55555
I-4657,4.500,Kg,2.20462000,0.9000,P-55555
I-19143,75.000,g,1.00000000,12.5000,P-55647
I-3182,3.000,Kg,1.00000000,0.5000,P-55647
I-3625,10.000,g,1.00000000,1.6667,P-55647
I-3670,20.000,ml,0.00100000,3.3333,P-55647
I-38274,3.750,L,1000.00000000,0.6250,P-55647
I-6026,2.000,g,1.00000000,0.3333,P-55647
P-25993,15.000,g,0.00100000,10.0000,P-55945
P-36505,1.000,Kg,1.00000000,0.6667,P-55945
P-44082,50.000,g,0.00100000,33.3333,P-55945
P-44083,500.000,ml,0.00100000,333.3333,P-55945
P-50550,100.000,g,0.00220462,66.6667,P-55945
P-50567,50.000,g,0.00100000,33.3333,P-55945
P-50587,100.000,g,0.00100000,66.6667,P-55945
P-51244,100.000,g,1.00000000,66.6667,P-55945
P-55960,100.000,g,0.00100000,66.6667,P-55945
I-4811,1.000,Kg,2.20462000,1.0000,P-55960
I-3387,25.000,ml,0.00100000,12.5000,P-56422
I-3630,15.000,g,0.03527399,7.5000,P-56422
I-4745,0.454,Kg,2.20462000,0.2270,P-56422
I-5975,10.000,g,0.00100000,5.0000,P-56422
I-6026,5.000,g,1.00000000,2.5000,P-56422
I-6443,50.000,ml,0.03381406,25.0000,P-56422
P-18746,0.454,Kg,1.00000000,0.2270,P-56422
P-57145,0.454,Kg,1.00000000,0.2270,P-56422
P-57146,0.454,Kg,1.00000000,0.2270,P-56422
I-16215,50.000,g,0.00100000,142.8571,P-56540
I-3391,20.000,ml,0.00100000,57.1429,P-56540
I-3590,10.000,g,0.00100000,28.5714,P-56540
I-5022,0.450,Kg,1.00000000,1.2857,P-56540
P-7444,10.000,g,0.00100000,28.5714,P-56540
I-3743,1.000,Kg,1.00000000,0.4444,P-56645
I-5983,5.000,L,1.00000000,2.2222,P-56645
I-3364,5.000,g,1.00000000,0.0060,P-56646
P-52036,10.000,g,1.00000000,0.0119,P-56646
