IngredientId,Qty,Uom,Conversion,InvFactor,Recipe,Description,InventoryGroup,CategoryID,GHG_factor
I-51574,1.0,BAR,1,1.0,R-53041,COCONUT BLISS BAR DARK CHOC,ICECREAM/NOVELTY/GELATO,7.0,4.0163
I-2521,1.0,BAR,1,1.0,R-53013,FRUIT BAR STRAWBERRY,ICECREAM/NOVELTY/GELATO,7.0,4.0163
I-21707,1.0,BAR,1,1.0,R-52677,KLONDIKE CONE CHOC/CRML KING,ICECREAM/NOVELTY/GELATO,7.0,4.0163
I-48147,0.125,ea,1,1.0,R-64980,MELONA Mango Bars,MM Ice Cream,7.0,4.0163
I-53227,0.125,ea,1,1.0,R-64982,MELONA Melon,MM Ice Cream,7.0,4.0163
I-55684,0.125,ea,1,1.0,R-64981,MELONA COCONUT,ICECREAM/NOVELTY/GELATO,7.0,4.0163
I-3823,1.0,BAR,1,1.0,R-52504,KLONDIKE CONE CHOC/VAN KING,ICECREAM/NOVELTY/GELATO,7.0,4.0163
I-65520,1.0,each,1,1.0,R-65640,MELONA BANANA,ICECREAM/NOVELTY/GELATO,7.0,4.0163
I-51575,1.0,BAR,1,1.0,R-52269,COCONUT BLISS BAR INFINITE ,ICECREAM/NOVELTY/GELATO,7.0,4.0163
I-65588,1.0,each,1,1.0,R-65641,MELONA UBE/PURPLE ,ICECREAM/NOVELTY/GELATO,7.0,4.0163
I-51572,1.0,BAR,1,1.0,R-52268,COCONUT BLISS COOKIE SAND DKCH,ICECREAM/NOVELTY/GELATO,7.0,4.0163
I-13531,0.5,CT,1,1.0,R-52678,CALZONE 5 CHEESE VEGETARIAN,FOOD - GROCERY,59.0,3.85686
I-41371,1.0,ea,1,1.0,R-41719,"QUICHE 4.25"" ASPAR & ASIAGO",FOOD - GROCERY,11.0,3.6615
I-41374,1.0,ea,1,1.0,R-41721,"QUICHE 4.25"" ONION & GRUYER",FOOD - GROCERY,11.0,3.6615
I-41376,1.0,ea,1,1.0,R-41723,"QUICHE 4.25"" MUSHROOM & JARLSB",FOOD - GROCERY,11.0,3.6615
I-3344,12.0,PTN,1,0.2667,P-53798,MARGARINE NONHYDROG PORT TFC,FOOD - GROCERY,44.0,3.1509
I-2196,0.25,CT,1,1.0,R-61234,YOGURT PEACH FF 175G ,DAIRY,10.0,2.9782
I-19633,1.0,pak,1,0.1818,P-31170,YOGURT FROZEN MIX ,ICECREAM/NOVELTY/GELATO,10.0,2.9782
I-2202,0.25,CT,1,1.0,R-61234,YOGURT STRAWBRY STIRRED 175G ,DAIRY,10.0,2.9782
I-2201,0.25,CT,1,1.0,R-61234,YOGURT RASPBERRY STIRRED 175G ,DAIRY,10.0,2.9782
I-14189,0.25,CT,1,1.0,R-61234,YOGURT BLUEBERRY 175G,DAIRY,10.0,2.9782
I-45659,1.0,ea,1,1.0,R-45712,G&G|Pot|Yogurt Berries,PRODUCTION FOOD,10.0,2.9782
I-45660,1.0,ea,1,1.0,R-47011,G&G|Pot|Yogurt Tropical ,PRODUCTION FOOD,10.0,2.9782
I-57682,0.1,each,1,0.1,P-58286,BS|Rice Krispies (6ea),PRODUCTION FOOD,25.0,2.5345
I-1263,0.16,CT,1,1.0,R-29802,SQUARE RICE CRISPY (6 PACK),BAKED GOODS,25.0,2.5345
I-29464,1.0,ea,1,1.0,R-63557,PHILADELPHIA ROLL ,SUSHI,25.0,2.5345
I-49355,1.0,ea,1,1.0,R-49366,MADE GOOD Choc Crispy Sqr,MM Grocery,23.0,2.3017
I-36042,1.0,ea,1,1.0,R-52525,BOB'S RED Oatmeal Cups Maple B,MM Grocery Chill,23.0,2.3017
I-37119,1.0,ea,1,1.0,R-37530,G&G|Pot|Over Night Oat ,PRODUCTION FOOD,23.0,2.3017
I-49359,1.0,ea,1,1.0,R-49368,MADE GOOD Strawberry Minis,MM Grocery,23.0,2.3017
I-36044,1.0,ea,1,1.0,R-52510,BOB'S RED Oatmeal Cups Classic,MM Grocery Chill,23.0,2.3017
I-49354,1.0,ea,1,1.0,R-49367,MADE GOOD Vanilla Crispy Sqr,MM Grocery,23.0,2.3017
I-49360,1.0,ea,1,1.0,R-37426,MADE GOOD Ban Choc Chip Minis,MM Grocery,23.0,2.3017
I-19501,1.0,ea,1,1.0,R-41907,"OATS BLUE,STRAW,BRWN SGR TO GO",FOOD - GROCERY,23.0,2.3017
I-40912,1.0,ea,1,1.0,R-52526,BOB'S RED Oatmeal Cups bb/hznt,MM Grocery Chill,23.0,2.3017
I-49353,1.0,ea,1,1.0,R-49362,MADE GOOD Choc Chip Minis,MM Grocery,23.0,2.3017
I-36046,1.0,ea,1,1.0,R-52537,BOB'S RED Oatmeal Cups Apple C,MM Grocery Chill,23.0,2.3017
I-19502,1.0,ea,1,1.0,R-41862,OATS BRWN SGR & FLAX TO GO,FOOD - GROCERY,23.0,2.3017
I-2773,1.0,CT,1,1.0,R-29805,WRAP BUTTER CHICKEN WRAP,FOOD - GROCERY,59.0,1.986875
I-3914,1.0,CT,1,1.0,R-49898,HOT DOG*VEG 7IN 5/LB FZN TFC,MEAT,20.0,1.7542
I-37131,1.0,ea,1,1.0,R-37600,G&G|Dip|Hummus,PRODUCTION FOOD,17.0,1.6776
I-69988,1.0,each,1,1.0,R-69994,BURGER VEG*BLACK BEAN SPICY,FOOD - GROCERY,17.0,1.6776
I-24869,1.0,BAR,1,1.0,R-37509,POPSICLE SPONGEBOB SQUAREPANTS,ICECREAM/NOVELTY/GELATO,43.0,1.6414
I-3816,1.0,BAR,1,1.0,R-37788,POPSICLE CYCLONE,ICECREAM/NOVELTY/GELATO,43.0,1.6414
I-1389,1.0,CT,1,1.0,R-29808,COOKIE GF CHOCOLATE CHIP ,BAKED GOODS,24.0,1.5225
I-52071,1.0,ea,1,1.0,R-52523,PRETZEL CRISPS ORIGINAL,FOOD - GROCERY,24.0,1.5225
I-1239,0.16,CT,1,1.0,R-29802,BAR NANAIMO (6 PACK),BAKED GOODS,24.0,1.5225
I-1229,0.16,CT,1,1.0,R-29802,BAR LEMON COCONUT (6 PACK),BAKED GOODS,24.0,1.5225
I-1230,0.5,CT,1,1.0,R-29801,LOAF LEMON (8 PORTION SLICED),BAKED GOODS,24.0,1.5225
I-1160,0.5,CT,1,1.0,R-29801,LOAF BANANA (8 PORTION SLICED),BAKED GOODS,24.0,1.5225
I-1401,1.0,CT,1,1.0,R-52511,BAR GF COCONUT NANAIMO  ,BAKED GOODS,24.0,1.5225
I-1391,1.0,CT,1,1.0,R-52512,COOKIE GF GINGER ,BAKED GOODS,24.0,1.5225
I-29232,1.0,ea,1,1.0,R-29671,BUN|Cinnamon |LG 6ea|Unbake,PRODUCTION FOOD,24.0,1.5225
I-1283,0.16,CT,1,1.0,R-29802,BROWNIE CHOCOLATE (6 PACK),BAKED GOODS,24.0,1.5225
I-28412,1.0,ea,1,1.0,R-29670,CAKE|Ponderosa 6ea,PRODUCTION FOOD,24.0,1.5225
I-1177,1.0,ea,1,1.0,R-29669,CROISSANT CHOCOLATE ,BAKED GOODS,24.0,1.5225
I-31463,1.0,ea,1,1.0,R-52545,BAR MOUSSE MANGO,BAKED GOODS,24.0,1.5225
I-1227,1.0,CT,1,1.0,R-29668,CROISSANT PLAIN LARGE,BAKED GOODS,24.0,1.5225
I-52559,1.0,each,1,1.0,R-52679,CAKE CHOC CARM BOMBE IND G/F,BAKED GOODS,24.0,1.5225
I-47962,1.0,slice,1,1.0,R-52680,LOAF BANANA (7 PORTION SLICES),BAKED GOODS,24.0,1.5225
I-52560,1.0,each,1,1.0,R-52681,TART HAZELNUT VENUS IND G/F  ,BAKED GOODS,24.0,1.5225
I-1266,0.16,CT,1,1.0,R-29802,BAR ROCKY ROAD (6 PACK),BAKED GOODS,24.0,1.5225
I-7173,1.0,CT,1,1.0,R-29803,DANISH FRESH FRUIT,BAKED GOODS,24.0,1.5225
I-54087,1.0,CT,1,1.0,R-54030,BAR CHOC ESPRESSO DARK CAMINO,CANDIES SNACKS,24.0,1.5225
I-17151,0.5,CT,1,1.0,R-50087,CIABATTA TUSCANO SLICED,BREAD,24.0,1.5225
I-46611,1.0,ea,1,1.0,R-46744,BS|Tart|Pumpkin 6ea,PRODUCTION FOOD,24.0,1.5225
I-29690,1.0,ea,1,1.0,R-30520,CROISSANT BUTTER LARGE,BAKED GOODS,24.0,1.5225
I-46907,1.0,ea,1,1.0,R-47171,Brownies-Blackbean Square 6ea,PRODUCTION FOOD,24.0,1.5225
I-28407,1.0,ea,1,1.0,R-30170,COOKIES|Chocolate Chip 6ea,PRODUCTION FOOD,24.0,1.5225
I-32396,1.0,ea,1,1.0,R-48027,BS|Xmas|Cookies Shortbread 6ea,PRODUCTION FOOD,24.0,1.5225
I-32393,1.0,each,1,1.0,R-48028,BS Xmas Tree\Bell Sugar Cookie,PRODUCE,24.0,1.5225
I-32394,1.0,ea,1,1.0,R-48206,BS|Xmas|Mincemeat Tart 6ea,PRODUCE,24.0,1.5225
I-19907,14.0,piece,1,1.0,R-48482,DONUT MINI CHOC COATED BITES,BAKED GOODS,24.0,1.5225
I-19908,16.0,piece,1,1.0,R-48483,DONUT MINI POWDERED BITES,BAKED GOODS,24.0,1.5225
I-19909,14.0,piece,1,1.0,R-48484,DONUT MINI OLD FASIONED BITES,BAKED GOODS,24.0,1.5225
I-48731,1.0,ea,1,1.0,R-48895,VAL|Cookies Ginger Bear 6ea,PRODUCTION FOOD,24.0,1.5225
I-48730,1.0,ea,1,1.0,R-48937,VAL|Cookies Heart,PRODUCTION FOOD,24.0,1.5225
I-28282,1.0,each,1,1.0,R-30023,BAR|Granola|6ea,PRODUCTION FOOD,24.0,1.5225
I-1159,1.0,CT,1,1.0,R-29829,TURNOVER  APPLE ,BAKED GOODS,24.0,1.5225
I-49238,1.0,ea,1,1.0,R-49378,ANNIE'S Choc Bunny Grahams,FOOD - GROCERY,24.0,1.5225
I-49236,1.0,ea,1,1.0,R-49379,ANNIE'S White Cheddar Bunnies,FOOD - GROCERY,24.0,1.5225
I-1174,1.0,CT,1,1.0,R-29823,CROISSANT CHEESE. ,BAKED GOODS,24.0,1.5225
I-52561,1.0,each,1,1.0,R-52686,LOAF CHOCOLATE PECAN IND GF,BAKED GOODS,24.0,1.5225
I-54182,1.0,each,1,1.0,R-54323,BS|Xmas|Cookies Snowflake 6ea,PRODUCTION FOOD,24.0,1.5225
I-43238,1.0,each,1,1.0,R-54173,DONUT CHURRO*,BAKED GOODS,24.0,1.5225
I-16216,1.0,slice,1,1.0,P-50510,CAKE SHEET*TRIPLE CHOC FUDGE,BAKED GOODS,24.0,1.5225
I-1275,1.0,LOAF,1,0.0556,P-58309,LOAF WHOLE WHEAT SANDWICH ,BREAD,24.0,1.5225
I-63679,1.0,ea,1,1.0,R-64154,BUTTERHORNS EACH,BAKED GOODS,24.0,1.5225
I-1186,0.025,LOAF,1,0.0042,P-57968,LOAF COUNTRY MULTIGRAIN,BREAD,24.0,1.5225
I-11855,1.0,CT,1,0.1667,P-57968,CIABATTA MG,BREAD,24.0,1.5225
I-64302,1.0,ea,1,1.0,R-64406,TART FRUIT FRESH EACH,BAKED GOODS,24.0,1.5225
I-60505,1.0,CT,1,1.0,R-64723,BAR PEANUT BUTTER GF/VEGAN,BAKED GOODS,24.0,1.5225
I-2672,1.0,CT,1,1.0,P-55173,PIE TOP U/SWT 5IN TFC,BAKING-RAW INGREDIENTS,24.0,1.5225
I-65628,1.0,ea,1,1.0,R-65757,BAR BUDDHA KETO 3 CHOCO,FOOD - GROCERY,24.0,1.5225
I-18638,0.5,ea,1,1.0,R-61342,DANISH MINI CINNAMON ,BAKED GOODS,24.0,1.5225
I-65627,1.0,ea,1,1.0,R-65758,BAR BUDDHA CHOCO CHIP,FOOD - GROCERY,24.0,1.5225
I-65626,1.0,ea,1,1.0,R-65759,BAR BUDDHA CACAO COCONUT,FOOD - GROCERY,24.0,1.5225
I-62849,1.0,ea,1,1.0,R-65809,CK|BS|Muffin|Seasonal|6ea.,PRODUCTION FOOD,24.0,1.5225
I-31492,1.0,ea,1,1.0,P-48485,BAR SWEET SALTY CARAMEL 12X16,BAKED GOODS,24.0,1.5225
I-1047,12.0,CT,1,1.0,P-46861,HOT DOG BUN SLIDER SLCD FZN,BREAD,24.0,1.5225
I-68718,1.0,each,1,1.0,R-68698,BUN HAMBURGER WW VEGAN 85GR,BREAD,24.0,1.5225
I-1187,1.0,LOAF,1,0.0714,P-45430,LOAF COUNTRY WHOLE WHEAT,BREAD,24.0,1.5225
I-61422,1.0,each,1,1.0,R-61436,COOKIE GINGERBREAD PAINTED,BAKED GOODS,24.0,1.5225
I-61332,1.0,ea,1,1.0,R-61341,"TART LEMON CURD 4""",BAKED GOODS,24.0,1.5225
I-41378,1.0,ea,1,1.0,R-45844,"PIES SHEPARD 4.25"" TARTI ",FOOD - GROCERY,24.0,1.5225
I-53518,0.033,SHEET,1,0.033,P-61132,BROWNIE TIGER,BAKED GOODS,24.0,1.5225
I-24123,2.0,ea,1,1.0,R-56916,BRIOCHE BUN SLIDER ,BREAD,24.0,1.5225
I-18639,0.033,SHEET,1,0.033,P-61133,CAKE SHEET TRIPLEBERRY CRUMBLE,BAKED GOODS,24.0,1.5225
I-57827,1.0,each,1,1.0,R-58274,BAGUETTE CHICKEN TUSCAN GF,BREAD,24.0,1.5225
I-40918,1.0,BAR,1,1.0,R-58292,BAR KIND CHEWY PEANUTBUTTER,CANDIES SNACKS,24.0,1.5225
I-57824,1.0,each,1,1.0,R-58706,"PUMPKIN TARTS 4""",BAKED GOODS,24.0,1.5225
I-38713,1.0,CT,1,1.0,R-58707,COOKIE PUMPKIN SUGAR,BAKED GOODS,24.0,1.5225
I-54088,1.0,CT,1,1.0,R-60335,BAR CHOC CARAMEL&SALT CAMINO,CANDIES SNACKS,24.0,1.5225
I-19911,0.5,piece,1,1.0,R-60455,CUPCAKE VANILLA MINI ,BAKED GOODS,24.0,1.5225
I-61334,1.0,each,1,1.0,R-61340,BAR GF APPLE PIE,BAKED GOODS,24.0,1.5225
I-33127,1.0,each,1,1.0,R-60523,"BRIOCHE SLIDER 2"" SLICED",BREAD,24.0,1.5225
I-48658,1.0,ea,1,1.0,R-60561,CALZONE 5 Cheese Veg,MEAT,24.0,1.5225
I-42103,1.0,ea,1,1.0,R-60972,VALENTINE COOKIES GINGER BEAR,FOOD - GROCERY,24.0,1.5225
I-60974,1.0,each,1,1.0,R-60973,CUPCAKE GF VEGAN  RASPBRY CHOC,BAKED GOODS,24.0,1.5225
I-48619,1.0,ea,1,1.0,R-60996,VALENTINE CAKE COCO HEART ,FOOD - GROCERY,24.0,1.5225
I-1115,1.0,CT,1,1.0,R-61234,DANISH MINI ASSORTED,BAKED GOODS,24.0,1.5225
I-61333,1.0,each,1,1.0,R-61339,BAR GF HALAVA,BAKED GOODS,24.0,1.5225
I-38808,1.0,ea,1,1.0,R-46742,BS|Cookies|Sugar Pumpkin 6ea,PRODUCTION FOOD,24.0,1.5225
I-56580,0.033,SHEET,1,0.033,P-22042,CAKE SHEET*STRAWB SHORTCAKE ,BAKED GOODS,24.0,1.5225
I-19179,1.0,ea,1,1.0,R-38800,MUFFIN GF BLUEBERRY BC,BAKED GOODS,24.0,1.5225
I-26652,1.0,ea,1,1.0,R-39451,COOKIE GF ALMONDD BUTTER,BAKED GOODS,24.0,1.5225
I-1236,0.333,CT,1,1.0,R-30928,BAGEL MULTIGRAIN (6 PACK),BREAD,24.0,1.5225
I-41377,1.0,ea,1,1.0,R-41724,"PIES TOURTIERE 4.25"" TARTI ",FOOD - GROCERY,24.0,1.5225
I-19681,1.0,CT,1,1.0,R-30953,"CROISSANT SPINCH, RED PEP FETA",BAKED GOODS,24.0,1.5225
I-28909,0.06,each,1,1.0,R-30962,RADISH/DAIKON CAKE,PRODUCE,24.0,1.5225
I-49928,1.0,ea,1,1.0,R-34660,COOKIES-Easter Egg,FOOD - GROCERY,24.0,1.5225
I-32397,1.0,ea,1,1.0,R-41025,BS Xmas Cookies Ginersnap 6ea,PRODUCTION FOOD,24.0,1.5225
I-32395,1.0,ea,1,1.0,R-41024,BS|Xmas|Gingerbread PPL 6ea ,PRODUCTION FOOD,24.0,1.5225
I-1400,1.0,CT,1,1.0,R-39261,SQUARE GF CHOC BROWNIE RTC,BAKED GOODS,24.0,1.5225
I-29443,0.333,ea,1,1.0,R-30803,BS|Muffin|Fruit Medley| 6ea,PRODUCTION FOOD,24.0,1.5225
I-1404,1.0,CT,1,1.0,R-38932,TART GF BUTTER SINGLE WRAPPED,BAKED GOODS,24.0,1.5225
I-1406,1.0,CT,1,1.0,R-38794,TART GF CHOCO DIPPED PECAN ,BAKED GOODS,24.0,1.5225
I-31541,1.0,ea,1,1.0,R-32209,"TART LEMON CURD 3""",BAKED GOODS,24.0,1.5225
I-1081,1.0,CT,1,1.0,R-38226,COOKIE CHOC CHIP IND WRPD TFC,BAKED GOODS,24.0,1.5225
I-31547,1.0,slice,1,1.0,R-32207,CAKE STACK WITH OREO,BAKED GOODS,24.0,1.5225
I-31545,1.0,slice,1,1.0,R-32206,CAKE CARROT CARM STACK,BAKED GOODS,24.0,1.5225
I-29700,1.0,ea,1,1.0,R-31165,DANISH CUSTARD CROWN,BAKED GOODS,24.0,1.5225
I-2774,1.0,CT,1,1.0,R-30805,WRAP SPINACH AND CHICKPEA WRAP,FOOD - GROCERY,24.0,1.5225
I-22489,1.0,ea,1,1.0,R-32205,"TART BUTTER PLAIN 3"" ",BAKED GOODS,24.0,1.5225
I-29438,1.0,ea,1,1.0,R-30801,BS|Scone|Blueberry Chia| 6ea,PRODUCTION FOOD,24.0,1.5225
I-29442,0.33,ea,1,1.0,R-30803,BS|Muffin|Seasonal|6ea,PRODUCTION FOOD,24.0,1.5225
I-7172,1.0,CT,1,1.0,R-30672,CROISSANT ALMOND EACH,BAKED GOODS,24.0,1.5225
I-29427,0.33,ea,1,1.0,R-30803,BS|Muffin|Seeded Carrot|6ea,PRODUCTION FOOD,24.0,1.5225
I-19459,1.0,ea,1,1.0,R-39263,CEREAL VARIETY PACK  KELLOGG'S,FOOD - GROCERY,21.0,1.4785
I-7169,1.0,CT,1,1.0,R-61330,WRAP VEGGIE,FOOD - GROCERY,59.0,1.0127
I-2771,0.25,CT,1,0.25,P-60855,SAMOSA VEGGIE ,FOOD - GROCERY,59.0,1.0127
I-55552,1.0,ea,1,1.0,R-60866,OAT VANILLA DRINK 250ML,BEVERAGE,28.0,0.9943
I-52638,1.0,ea,1,1.0,R-61135,OAT CHOC*DRINK 250ML,BEVERAGE,28.0,0.9943
I-2959,1.0,ea,1,1.0,R-65541,CHIP BANANA PACKAGED,FOOD - GROCERY,33.0,0.7115
I-4504,4.0,ea,1,0.16,P-55583,BANANA LEAVES FROZEN 454G,PRODUCE,33.0,0.7115
I-4545,0.2,CT,1,1.0,R-53831,BROCCOLINI US,PRODUCE,36.0,0.622
I-19736,0.5,ea,1,1.0,R-52678,CALZONE CHIPOTLE & ARTICHOKE,FOOD - GROCERY,40.0,0.5029
I-36765,2.0,ea,1,0.8,P-56195,LA COSTENA Jalapeno Slices,MM Grocery Cereal,40.0,0.5029
I-45532,1.0,each,1,1.0,R-45710,G&G|Pot|Mediterranean,PRODUCE,40.0,0.5029
I-28676,1.0,ea,1,1.0,R-30008,G&G- Salad Strawberry Kale,PRODUCTION FOOD,40.0,0.5029
I-28640,1.0,ea,1,1.0,R-34082,G&G- Wrap Veg & Feta,PRODUCTION FOOD,40.0,0.5029
I-28679,1.0,ea,1,1.0,R-30123,G&G- Salad Kale& Romain Ceaser,PRODUCTION FOOD,40.0,0.5029
I-45528,1.0,each,1,1.0,R-52539,G&G|Salad|Tabbouleh,PRODUCTION FOOD,40.0,0.5029
I-12123,1.0,PTN,1,1.0,R-45703,SOY ORIGINAL,BEVERAGE,30.0,0.489
I-45696,1.0,ea,1,1.0,R-45837,G&G-Pudding Mango,PRODUCTION FOOD,31.0,0.4306
I-9689,1.0,ea,1,1.0,R-52682,PLUMS 60/65CT,PRODUCE,31.0,0.4306
I-3323,0.3,PTN,1,1.0,R-31158,JAM BLUEBERRY PURE PORT TFC,FOOD - GROCERY,31.0,0.4306
I-3325,0.3,PTN,1,1.0,R-31158,JAM RASPBERRY PURE PORT TFC,FOOD - GROCERY,31.0,0.4306
I-52112,1.0,bag,1,1.0,R-65543,DDP MANGO THAILAND 80g,FOOD - GROCERY,31.0,0.4306
I-3326,0.4,PTN,1,1.0,R-31158,JAM STRAWBERRY*PURE PORT,FOOD - GROCERY,31.0,0.4306
I-25222,1.0,bag,1,1.0,R-37794,CHIP HARDBITE KETCHUP,"CHIPS, PRETZELS, NUTS",41.0,0.397
I-11518,5.0,bag,1,2.1739,P-57001,CHIP HARDBITE SALT&VIN,"CHIPS, PRETZELS, NUTS",41.0,0.397
I-3221,1.0,bag,1,1.0,R-37540,CHIP HARDBITE WLD ONION & YOG,"CHIPS, PRETZELS, NUTS",41.0,0.397
I-11516,1.0,bag,1,1.0,R-45732,CHIP HARDBITE ALL NATURAL,"CHIPS, PRETZELS, NUTS",41.0,0.397
I-4766,10.0,CT,1,8.0,P-53753,ORANGES SUNKISTUS 88,PRODUCE,35.0,0.3942
I-64847,1.0,each,1,1.0,R-64976,JUICE APPLE OASIS 300ML,BEVERAGE,32.0,0.3581
I-9835,1.0,CT,1,1.1765,P-61076,TURNIP WHITE,PRODUCE,38.0,0.3062
I-29480,0.002,ea,1,1.0,R-33198,FREESTYLE BQDT PART#2,BEVERAGE,55.0,0.0
I-29481,0.001,ea,1,1.0,R-33198,FREESTYL COKZER PRT#1,BEVERAGE,55.0,0.0
I-39498,1.0,ea,1,1.0,R-59344,BOWL PPR OVAL 16OZ,DISPOSABLES,61.0,0.0
