IngredientId,Qty,Uom,Conversion,InvFactor,Recipe,Description
I-3323,0.167,PTN,1,1,R-13177,JAM BLUEBERRY PURE PORT TFC
I-3324,0.167,PTN,1,1,R-13177,JAM MARMORANGE PURE PORT 
I-3325,0.167,PTN,1,1,R-13177,JAM RASPBERRY PURE PORT TFC
I-3326,0.167,PTN,1,1,R-13177,JAM STRAWBERRY*PURE PORT
I-3327,0.167,PTN,1,1,R-13177,JELLY GRAPE PURE PORT TFC
I-3441,0.167,PTN,1,1,R-13177,PEANUT BUTTER*PORT TFC
I-68671,0.025,ea,1,1,R-19583,CK|CAKE|Ponderosa Full Slab
I-1644,1,bottle,1,1,R-19585,WATER DASANI*591ML
I-28405,0.4,ea,1,1,R-19605,COOKIES|White Coco Mac 6 ea
I-28407,0.4,ea,1,1,R-19605,COOKIES|Chocolate Chip 6ea
I-28408,0.2,ea,1,1,R-19605,COOKIES|Asst  6ea
I-1391,1,CT,1,1,R-20381,COOKIE GF GINGER 
I-2116,0.33,PTN,1,1,R-20388,CHEESE CREAM LT PORT TFC
I-2118,0.33,PTN,1,1,R-20388,CHEESE CREAM*PORT TFC
I-1167,0.2,CT,1,1,R-20398,SCONE BLUEBERRY (4 PACK)
I-1242,0.2,CT,1,1,R-20398,SCONE CRAN & BLUEBERRY (4 PACK
I-62848,0.2,ea,1,1,R-20398,CK|BS|Scone|Seasonal|6ea.
I-64321,0.2,CT,1,1,R-20398,SCONE CHEESE (4 PACK)
I-64323,0.2,each,1,1,R-20398,SCONE LEMON CRAN (4 PACK)
I-29300,1,each,1,1,R-20399,COOKIES|Asst Large 6ea
I-1400,1,CT,1,1,R-20400,SQUARE GF CHOC BROWNIE RTC
I-2774,1,CT,1,1,R-20401,WRAP SPINACH AND CHICKPEA WRAP
I-3834,1,BAR,1,1,R-20403,REESE® ICE CREAM CUP
I-47962,0.5,slice,1,1,R-21282,LOAF BANANA (7 PORTION SLICES)
I-47963,0.5,slice,1,1,R-21282,LOAF LEMON (8 PORTION SLICES)
I-12123,0.1,PTN,1,1,R-21285,SOY ORIGINAL 250ML
I-1782,0.3,PTN,1,1,R-21285,SOY FORTIFIED CHOC SO NICE
I-1783,0.3,PTN,1,1,R-21285,SOY FORTIFIED STRAWB
I-1784,0.3,PTN,1,1,R-21285,SOY VANILLA 250ML
I-3816,1,BAR,1,1,R-22129,POPSICLE CYCLONE
I-1762,1,pak,1,1,R-22296,CIDER APPLE HOT TFC
I-14038,0.167,bottle,1,1,R-22301,MILK 2 GO COOK & CREAM 473ml
I-14039,0.167,bottle,1,1,R-22301,MILK 2 GO ICED COFFEE 473ml
I-28282,1,each,1,1,R-22320,BAR|Granola|6ea
I-1406,1,CT,1,1,R-22327,TART GF CHOCO DIPPED PECAN 
I-9346,1,CT,1,1,R-22843,DIM SUM CHICKEN BUN
I-3191,1,PTN,1,1,R-22860,CEREAL VARIETY PACK CUP TFC
I-18635,0.333,ea,1,1,R-22861,STRUDEL CHERRY MINI
I-18636,0.333,ea,1,1,R-22861,STRUDEL BLUEBERRY MINI
I-2760,0.333,CT,1,1,R-22861,STRUDEL APPLE MINI U/BKD TFC
I-9708,1,CT,1,1,R-22862,CUP PLAS CLR 12oz PET
I-17612,0.14,CT,1,1,R-22871,STEAZ COCONUT GREEN TEA
I-11665,1,CT,1,1,R-22903,PEPPERONI CHEESY STIX
I-2353,1,CT,1,1,R-22905,"9""X6"" 2-COMPARTMENT CLAMSHELL"
I-3105,0.2,pak,1,1,R-22906,TOFU DESSERT ALMOND 
I-3106,0.2,pak,1,1,R-22906,TOFU DESSERT BANANA
I-3107,0.2,pak,1,1,R-22906,TOFU DESSERT COCONUT
I-3108,0.2,pak,1,1,R-22906,TOFU DESSERT CUSTARD 
I-3109,0.2,pak,1,1,R-22906,TOFU DESSERT PEACH MANGO 
I-3344,0.2,PTN,1,1,R-22941,MARGARINE NONHYDROG PORT TFC
I-3821,1,BAR,1,1,R-22959,FUDGSICLE SUPERSICLE FUDGE
I-13219,0.5,CT,1,1,R-22965,SOY RICE DREAM CHOCOLATE
I-1854,0.5,CT,1,1,R-22965,SOY RICE DREAM VANILLA
I-19693,1,pak,1,1,R-22966,ROLL CUCUMBER 16PC
I-5157,1,CT,1,1,R-22967,CALIFORNIA NIGIRI COMBO 12PC
I-5172,1,pak,1,1,R-22968,VEGETABLE SALAD SUSHI ROLL 
I-5164,1,CT,1,1,R-22970,RED DRAGON SUSHI ROLL 9PC
I-5161,1,CT,1,1,R-22971,FUJI SUSHI COMBO 10PC
I-5158,1,CT,1,1,R-22972,CALIFORNIA ROLL 9PC
I-2822,0.07,CT,1,1,R-22974,VITA BLACKCURRANT
I-2823,0.07,CT,1,1,R-22974,VITA CEYLON LEMON TEA
I-2824,0.06,CT,1,1,R-22974,VITA GUAVA
I-2825,0.07,CT,1,1,R-22974,VITA HONEY CHRYSANTHEMUM
I-2826,0.07,CT,1,1,R-22974,VITA LEMON TEA
I-2827,0.07,CT,1,1,R-22974,VITA LIME LEMON TEA
I-2828,0.07,CT,1,1,R-22974,VITA LYCHEE
I-2829,0.07,CT,1,1,R-22974,VITA MANGO
I-2830,0.06,CT,1,1,R-22974,VITA ORANGE 
I-2831,0.07,CT,1,1,R-22974,VITA SUGAR CANE
I-2833,0.07,CT,1,1,R-22974,VITA SOY CHOCOLATE SOYA DRINK
I-2834,0.06,CT,1,1,R-22974,VITA SOY COCONUT SOYA DRINK
I-2835,0.06,CT,1,1,R-22974,VITA SOY LESS SUGAR
I-2836,0.07,CT,1,1,R-22974,VITA SOY MALT
I-2837,0.06,CT,1,1,R-22974,VITA SOY MELON SOYA DRINK
I-5159,1,CT,1,1,R-23318,CALIFORNIA ROLL COMBO 9PC
I-2170,1,PTN,1,1,R-23323,YOGURT DRINK ASST
I-2780,1,CT,1,1,R-23333,CHEESECAKE GLUTEN FREE NY
I-19179,1,ea,1,1,R-23335,MUFFIN GF BLUEBERRY BC
I-1004p,1,CT,1,1,R-23583,LID DOME WHT F/CUP 10Z SQT-24Z
I-1012p,1,CT,1,1,R-23583,CUP PPR HOT WHT 12Z
I-3668,0.1,CT,1,1,R-23583,SWEETENER SWEET & LOW PORT T
I-1011p,1,CT,1,1,R-23584,CUP PPR HOT WHT 16Z
I-37649,0.2,each,1,1,R-23632,TEA BLACK BREAKFAST BLEND
I-37650,0.05,each,1,1,R-23632,TEA GREEN COCONUT GINGER
I-37651,0.2,each,1,1,R-23632,TEA BLACK EARL GREY
I-37652,0.2,each,1,1,R-23632,TEA GREEN JAPANESE
I-37653,0.1,each,1,1,R-23632,TEA HERBAL LEMON GINGER
I-37654,0.1,each,1,1,R-23632,TEA HERBAL PEPPERMINT
I-37655,0.05,each,1,1,R-23632,TEA HERBAL CAMOMILE SWEET
I-1195,1,CT,1,1,R-23869,ROLL WHOLE WHEAT DINNER 
I-17680,0.025,ea,1,1,R-23870,CEREAL CORNPUFF GORILA MNCH GF
I-63900,1,ea,1,1,R-23924,"CK|BS|CAKE|Vanilla 9"" Square"
I-21237,1,ea,1,1,R-23938,CHIP 372g REST HINT OF LIME
I-16211,1,ea,1,1,R-23940,VALENTINES RICE CRISPY HEART
I-5167,1,CT,1,1,R-24093,SMOKED SALMON SUSHI ROLL 9PC
I-6107,3,slice,1,1,R-24113,CK CAKE PONDEROSA SLICE
I-6144,3,CT,1,1,R-24113,CK BAR GRANOLA
I-6145,6,CT,1,1,R-24113,CK COOKIE CHOC CHIP 1/2 DOZ
I-17678,1.25,ea,1,1,R-24172,BAR CRAN MAPLE NUT GF
I-17679,1.25,ea,1,1,R-24172,BAR EXTREME TRAIL GF
I-3740,1.25,CT,1,1,R-24172,BAR APPLE CINN GF
I-3745,1.25,CT,1,1,R-24172,BAR CHOC ALMOND GF 
I-24279,3,ea,1,1,R-24434,VALENTINES COOKIE JAM FILLED
I-25229,1,ea,1,1,R-24443,MCS TURKEY PEPPERONI & CHEDDAR
I-1383,0.5,CT,1,1,R-24464,BISCOTTI GF ALMOND & ANISE 
I-1384,0.5,CT,1,1,R-24464,BISCOTTI GF CHOCO HAZELNUT 
I-24218,1,ea,1,1,R-24556,VALENTINES CHEESECAKE RASP
I-23883,1,ea,1,1,R-24557,CK- VALENTINE COOKIE 3OZ
I-1775,4,PTN,1,1,R-24604,HOT CHOC INSTANT PTN
I-12900,1,CT,1,1,R-25025,RICE BOWL TERIYAKI CHICKEN
I-2291,1,CT,1,1,R-25177,SWIRLS48X21G
I-67659,1,each,1,1,R-26776,BURGER 50/50 4oz
I-68718,1,each,1,1,R-26776,BUN HAMBURGER WW VEGAN 85GR
I-28682,1,ea,1,1,R-30497,G&G|Pot|Blueberry Chia 
I-4739,1,CT,1,1,R-30502,NECTARINES 2 LAYERCH
I-63898,1,ea,1,1,R-30521,"CK|BS|CAKE|Chocolate 9"" Square"
I-4778,1,CT,1,1,R-30534,PEACHES 2 LAYER US
I-63897,1,ea,1,1,R-30617,"CK|BS|CAKE|Carrot 9"" Square"
I-4405,1,CT,1,1,R-30629,PEARS RED BARTLETT US#1 55 CT
I-7169,1,CT,1,1,R-30650,WRAP VEGGIE
I-2772,1,CT,1,1,R-30678,WRAP BEEF 
I-1389,2,CT,1,1,R-30737,COOKIE GF CHOCOLATE CHIP 
I-1402,1,CT,1,1,R-30737,BAR GF NANAIMO COCONUT
I-32377,6,ea,1,1,R-31106,Xmas Gingerbread Man
I-31935,0.333,each,1,1,R-32115,KOMBUCHA  ASIAN PEAR GINGER
I-31936,0.333,each,1,1,R-32115,KOMBUCHA GREEN TEA & LEMON
I-31937,0.333,each,1,1,R-32115,KOMBUCHA TRADITIONAL
I-32397,1,ea,1,1,R-33031,BS Xmas Cookies Ginersnap 6ea
I-32395,1,ea,1,1,R-33032,BS Xmas Gingerbread Peoples
I-32394,1,ea,1,1,R-33033,BS Xmas Mincemeat Tart 6 ea
I-32396,1,ea,1,1,R-33034,BS Xmas Cookie Shortbread 6ea
I-14934,1,BAR,1,1,R-33349,KLONDIKE VANILLA SANDWICH
I-33072,1,ea,1,1,R-33355,LIL PEPS HONEY GARLIC
I-61332,1,ea,1,1,R-33536,"TART LEMON CURD 4"""
I-28683,1,ea,1,1,R-33924,G&G|Pot|Salted Caramel 
I-21725,1,ea,1,1,R-34368,QUAKER Crispy Minis BBQ
I-33979,1,ea,1,1,R-34518,GOLD PEAK LEMON TEA
I-49928,1,ea,1,1,R-34660,COOKIES-Easter Egg
I-35929,1,ea,1,1,R-35930,ITALISSIMA Monterey Jack Chees
I-1824,1,bottle,1,1,R-37537,SMOOTHIE EXTREME GREEN PET
I-1789,1,bottle,1,1,R-37833,SMOOTHIE RASPBERRY & CHER
I-34863,1,ea,1,1,R-37858,CHIA CUP MANGO
I-34860,1,ea,1,1,R-37859,CHIA CUP ORIGINAL
I-13967,1,CT,1,1,R-38141,JUICE LEMONADE SIMPLY RASPBERY
I-13968,1,ea,1,1,R-38142,JUICE ORANGE SIMPLY  340ML
I-11794,1,CT,1,1,R-38144,YERBA MATE REVEL BERRY 458ML
I-16171,1,BAR,1,1,R-38146,KLONDIKE CONE STR/VAN KING
I-13969,1,CT,1,1,R-38148,JUICE APPLE SIMPLY  340ML
I-31096,1,ea,1,1,R-38152,WATER VITAMIN SHINE
I-2196,1,CT,1,1,R-38185,YOGURT FF PEACH 175G 
I-2195,1,CT,1,1,R-38186,YOGURT FF FRENCH VANILA 175G 
I-11518,1,bag,1,1,R-38188,CHIP HARDBITE SALT&VIN
I-11795,1,CT,1,1,R-38189,YERBA MATE ENLIGHTEN MINT 458M
I-33982,1,ea,1,1,R-38190,GOLD PEAK UNSWEET TEA
I-15190,1,BAR,1,1,R-38214,BAR SOLO-CHOCOLATE CHARGER
I-37135,1,ea,1,1,R-38246,G&G|Sand|Casata Falafel
I-37137,1,ea,1,1,R-38247,G&G-Salad Crunchy w/Salmon
I-14932,1,BAR,1,1,R-38293,MAGNUM INFINITY
I-3830,1,BAR,1,1,R-38296,MAGNUM DOUBLE CARAMEL
I-3828,1,BAR,1,1,R-38297,MAGNUM ALMOND.
I-3823,1,BAR,1,1,R-38298,KLONDIKE CONE CHOC/VAN KING
I-25211,1,BAR,1,1,R-38300,MAGNUM DOUBLE CHOC VAN
I-34478,1,BAR,1,1,R-38301,MAGNUM DOUBLE RASPBERRY
I-1823,1,bottle,1,1,R-38309,SMOOTHIE BERRY BLACK/BOYSEN
I-15193,1,BAR,1,1,R-38321,BAR SOLO-MOCHA FUDGE
I-37112,1,ea,1,1,R-38328,G&G|Salad|Kale Caesar w/Chick
I-37109,1,ea,1,1,R-38329,G&G|Salad|Nicoise w/Tofu
I-37132,1,ea,1,1,R-38331,G&G|Sand|Ham & Cheese
I-3825,1,BAR,1,1,R-38337,KLONDIKE GIANT COOKIE SANDWICH
I-37111,1,ea,1,1,R-38345,G&G|Salad|Med Chickpea
I-33981,1,ea,1,1,R-38376,GOLD PEAK RASPBERRY TEA
I-34479,1,BAR,1,1,R-38393,MAGNUM DOUBLE COOKIES & CREAM
I-28691,1,ea,1,1,R-38394,G&G|Pot|Tropical Fruit
I-52130,1,ea,1,1,R-38396,G&G|Salad Crunchy Kale
I-37117,1,ea,1,1,R-38412,G&G-Salad Berries&Quinoa
I-19968,1,BAR,1,1,R-38465,BAR SOLO-DRK CHOC COCONUT MINT
I-11793,1,CT,1,1,R-38466,YERBA MATE LEMON ELATION 458ML
I-11671,1,bottle,1,1,R-38469,WATER DASANI SPARKLING LEMON
I-15192,1,BAR,1,1,R-38543,BAR SOLO-DRK CHOC MANDARIN
I-15189,1,BAR,1,1,R-38606,BAR SOLO-PEANUT POWER
I-57539,1,each,1,1,R-38607,SMOOTHIE FRUIT EXTREME ENERGY
I-30911,3,each,1,1,R-38612,PAKORA VEGGIE*
I-24869,1,BAR,1,1,R-38636,POPSICLE SPONGEBOB SQUAREPANTS
I-37130,1,ea,1,1,R-38649,G&G-Dip Hummus SW
I-11517,1,bag,1,1,R-38654,CHIP HARDBITE BBQ
I-1043,1,bag,1,1,R-38657,BROWNIE TWO*BITE BULK 
I-11673,1,bottle,1,1,R-38722,WATER DASANI SPARKLING BERY
I-21707,1,BAR,1,1,R-38723,KLONDIKE CONE CHOC/CRML KING
I-3221,1,bag,1,1,R-38725,CHIP HARDBITE WLD ONION & YOG
I-11516,1,bag,1,1,R-38726,CHIP HARDBITE ALL NATURAL
I-37138,1,ea,1,1,R-38748,G&G-Salad Berries w/Salmon
I-15191,1,BAR,1,1,R-38774,BAR SOLO-LEMON 
I-11792,1,CT,1,1,R-38881,YERBA MATE CRAN POM 355ML
I-5169,1,CT,1,1,R-38889,SPICY CALIFORNIA ROLL 9PC
I-37139,1,ea,1,1,R-38900,G&G-Pot Veggie Crudite
I-37141,1,ea,1,1,R-38907,G&G-Pot Cruchy Raw Root Veg
I-32082,1,BAR,1,1,R-38918,BAR SOLO-WHITE CHOC CHERRY
I-2781,1,CT,1,1,R-38924,CHEESECAKE NEW YORK STYLE
I-20321,1,CT,1,1,R-39066,YOGURT STR STIRRED 175GR
I-12468,1,bottle,1,1,R-39281,SMOOTHIE COCONUT PINEAPPLE
I-39932,1,bag,1,1,R-39303,ENERGY MIX 170g
I-37125,1,ea,1,1,R-39326,G&G- HMR Pasta
I-38808,1,ea,1,1,R-39459,BS|Cookies|Sugar Pumpkin 6ea
I-2197,1,CT,1,1,R-39809,YOGURT FF RASPBERRY 175G
I-38717,1,CT,1,1,R-40013,"CHEESECAKE VERY BERRY 3"""
I-1404,1,CT,1,1,R-40015,TART GF BUTTER SINGLE WRAPPED
I-19905,1,bag,1,1,R-40024,MACAROON CHOC TWO BITE 280g
I-19906,1,bag,1,1,R-40494,MACAROON COCONUT TWO BITE 280g
I-20799,1,CT,1,1,R-40497,SQUARE GF BROWNIE 
I-3124,1,PTN,1,1,R-40498,BAR CEREAL NUTRIGRAIN STRAWB 
I-11791,1,CT,1,1,R-40500,YERBA MATE CLASSIC GOLD 355ML
I-3122,1,CT,1,1,R-40505,BAR CEREAL NUTRI GRAIN MX BRY
I-3123,1,PTN,1,1,R-40506,BAR CEREAL NUTRIGRAIN BLUEB 
I-31938,1,each,1,1,R-40511,KOMBUCHA CHERRY
I-20923,1,CT,1,1,R-40585,YOGURT SOY MULTIPACK
I-1671,1,bottle,1,1,R-40732,WATER SMARTWATER*591ML
I-37124,1,ea,1,1,R-40734,G&G|HMR|Chickpea Curry
I-40911,1,CT,1,1,R-40913,VITA SOY BLACK 
I-36042,1,ea,1,1,R-40923,BOB'S RED Oatmeal Cups Maple B
I-40915,1,BAR,1,1,R-40924,BAR KIND CHEWY DKCHOC CHUNK
I-40916,1,BAR,1,1,R-40925,BAR KIND CHEWY MAP PUMP SD
I-40917,1,BAR,1,1,R-40926,BAR KIND OATS & HONEY
I-40912,1,ea,1,1,R-40929,BOB'S RED Oatmeal Cups bb/hznt
I-40918,1,BAR,1,1,R-40930,BAR KIND CHEWY PEANUTBUTTER
I-36046,1,ea,1,1,R-40931,BOB'S RED Oatmeal Cups Apple/C
I-32393,1,each,1,1,R-40975,BS Xmas Tree\Bell Sugar Cookie
I-36044,1,ea,1,1,R-41331,BOB'S RED Oatmeal Cups Classic
I-21400,1,CT,1,1,R-41334,VITA SOY PLAIN
I-47063,1,each,1,1,R-41527,BAR KIND PB Dark Chocolate
I-2768,1,CT,1,1,R-41669,SAMOSA BEEF 
I-35767,1,each,1,1,R-41684,BAR KIND CHOC/ALMOND SEA SALT
I-41738,1,each,1,1,R-41896,JUICE PEACH*SIMPLY 340ml
I-5168,1,pak,1,1,R-41927,SPICY SHRIMP MANGO ROLL
I-2809,1,CT,1,1,R-41931,SOYBEAN ROASTED BBQ
I-41801,1,ea,1,1,R-42323,BAR KIND BLUEBRY VAN CASHEW 
I-41802,1,ea,1,1,R-42326,BAR KIND CASHW RASPBY CHIA
I-2778,1,CT,1,1,R-42345,CHEESECAKE CHOCOLATE TRUFFLE
I-32227,0.5,ea,1,1,R-42485,YOGURT GREEK ALT BLUEBERRY
I-32229,0.5,ea,1,1,R-42485,YOGURT GREEK ALT STRAWBERRY 
I-32226,0.5,ea,1,1,R-42486,YOGURT GREEK ALT BLACKCHERRY 
I-32228,0.5,ea,1,1,R-42486,YOGURT GREEK ALT PEACH 
I-2199,1,CT,1,1,R-42604,YOGURT FLDBRY STIRRED 175G 
I-11662,1,CT,1,1,R-42605,YOGURT PEACH 175G STIRRED
I-2198,1,CT,1,1,R-42606,YOGURT STRAWBERRY STIRRED 175G
I-14189,1,CT,1,1,R-42608,YOGURT BLUEBERRY 175G
I-42615,0.4,ea,1,1,R-42824,MORNING ROUND APPLECINN 6/450G
I-42616,0.4,ea,1,1,R-42824,MORNING ROUND CRAN ORNG 6/450G
I-42617,0.2,ea,1,1,R-42824,MORNING ROUND MUESLI 6/450G
I-42770,1,CT,1,1,R-42826,VITA JASMINE TEA UNSWT
I-42769,1,CT,1,1,R-42827,VITA GREEN TEA UNSWT 
I-42798,1,BAR,1,1,R-43012,POPSICLE MINIONS
I-42797,1,BAR,1,1,R-43013,KLONDIKE COOKIES & CREAM SANDW
I-43238,1,each,1,1,R-43301,DONUT CHURRO*
I-44008,1,each,1,1,R-44178,BLACK DIAMOND Cheddar Slices
I-1142,1,CT,1,1,R-44828,TORTILLA FLOUR*10IN
I-45529,1,each,1,1,R-45735,G&G|Salad|Super Food w/salm
I-26652,1,ea,1,1,R-45849,COOKIE GF ALMONDD BUTTER
I-43622,1,each,1,1,R-45857,KASHI BAR DK CHOC ESPRESSO NUT
I-43623,1,each,1,1,R-45858,KASHI BAR CHOC BANANA GRAN NUT
I-43624,1,ea,1,1,R-45859,KASHI BAR RASP DK CHOC HZLNUT 
I-43625,1,each,1,1,R-45860,KASHI BAR PISTACHIO LEMON FIG
I-45901,1,each,1,1,R-45957,SNACK BITES CHOCOLATE COCONUT 
I-1656,1,bottle,1,1,R-46219,WATER EVIAN 12/1L 
I-14020,1,CT,1,1,R-46223,WATER COCONUT ZICO ORIGINAL
I-62849,0.25,ea,1,1,R-46225,CK|BS|Muffin|Seasonal|6ea.
I-62850,0.25,ea,1,1,R-46225,CK|BS|Muffin|Morn Glory| 6ea.
I-62853,0.25,ea,1,1,R-46225,CK|BS|Muffin|FruitMedley| 6ea.
I-62855,0.25,ea,1,1,R-46225,CK|BS|Muffin|SeededCarrot|6ea.
I-45533,1,ea,1,1,R-46314,G&G|Pot|Matcha Chia
I-45531,1,each,1,1,R-46315,G&G|Pot|Overnight Quinoa
I-3505,0.33,PTN,1,1,R-46316,SAUCE BBQ PORT
I-3518,0.34,PTN,1,1,R-46316,SAUCE HONEY MUSTARD PORT
I-3556,0.33,PTN,1,1,R-46316,SAUCE SWEET AND SOUR PORT
I-1655,1,bottle,1,1,R-46379,WATER EVIAN 500ML
I-43249,1,bottle,1,1,R-46380,WATER FRUIT 500ML BLACK CHERRY
I-43250,1,bottle,1,1,R-46381,WATER FRUIT 500ML PEACH MANGO
I-47180,1,bottle,1,1,R-46388,WATER SPARKLING SMART
I-46612,1,ea,1,1,R-46743,G&G|Pot|Pumpkin Pie Chia
I-45530,1,ea,1,1,R-46818,G&G|Salad|Super Food
I-65887,1,each,1,1,R-46845,BUN BAO*STEAMED WHITE
I-45910,1,ea,1,1,R-47022,G&G-Sand Veggie Delight 
I-46611,1,ea,1,1,R-47092,BS|Tart|Pumpkin 6ea
I-41800,1,ea,1,1,R-47459,BAR KIND ALMOND & COCONUT
I-47433,1,pak,1,1,R-47460,ROLL FESTIVE CRUNCH
I-1727,1,710ml,1,1,R-47461,POWERADE ZERO MIX BERRY
I-46903,1,ea,1,1,R-47465,POWERADE ZERO FRUIT PUNCH 710m
I-11672,1,bottle,1,1,R-47477,WATER DASANI SPARKLING LIME
I-46907,0.37,ea,1,1,R-47480,Brownies-Blackbean Square 6ea
I-28914,3,each,1,1,R-47538,GYOZA VEGETABLE
I-49371,1,CT,1,1,R-47663,SUSHI Shrimp Temp Cali Crunch
I-42900,1,ea,1,1,R-47717,WASABI-ME
I-46830,1,ea,1,1,R-48241,TIRAMISU RONDINE
I-2771,1,CT,1,1,R-48242,SAMOSA VEGGIE 
I-53846,1,414ML,1,1,R-48633,CORE POWER STRAW BAN 414ML
I-48731,1,ea,1,1,R-48895,VAL|Cookies Ginger Bear 6ea
I-48727,1,ea,1,1,R-48912,VAL|G&G|Val Chia Pudding
I-48730,1,ea,1,1,R-49301,VAL|Cookies Heart
I-1779,1,pak,1,1,R-49312,HOT CHOC LT INST PORT
I-41805,1,each,1,1,R-49316,BAR KIND CARAMEL ALMOND
I-49595,1,each,1,1,R-49713,COOKIE SUGAR SHAMROCK SHAPE 
I-22870,1,ea,1,1,R-49714,HUMMUS ORIGINAL SNACK
I-49669,1,BAR,1,1,R-49737,MAGNUM STRAWBERRIES & CREAM
I-41809,1,ea,1,1,R-49800,BAR KIND DKCHOC CHERRY CASHEW
I-11362,1,CT,1,1,R-49813,MILK CHOC 1% 473ml
I-42619,1,ea,1,1,R-50027,PITA POCKT*THIN
I-69988,1,each,1,1,R-50702,BURGER VEG*BLACK BEAN SPICY
I-65946,1,each,1,1,R-52215,HOT DOG BRIOCHE BUN
I-1227,1,ea,1,1,R-52741,CROISSANT PLAIN LARGE
I-7172,1,CT,1,1,R-52742,CROISSANT ALMOND EACH
I-1174,1,CT,1,1,R-52743,CROISSANT CHEESE. EACH
I-1177,1,CT,1,1,R-52744,CROISSANT CHOCOLATE 
I-29232,1,ea,1,1,R-52747,BUN|Cinnamon |LG 6ea|Unbake
I-1166,1,CT,1,1,R-52749,DANISH BLUEBERRY CUSTARD 
I-63006,1,ea,1,1,R-52749,DANISH CROWN RASPBERRY
I-47655,1,ea,1,1,R-52750,PASTRY ALMOND PEAR
I-53847,1,414ML,1,1,R-52790,CORE POWER CHOCO 414ML
I-19298,1,bottle,1,1,R-52791,CORE POWER VANIL 414ml
I-1283,1,CT,1,1,R-52792,BROWNIE CHOCOLATE (6 PACK)
I-19681,1,CT,1,1,R-52793,"CROISSANT SPINCH, RED PEP FETA"
I-37122,1,ea,1,1,R-52794,G&G|Pot|Chia Pudding
I-45659,1,ea,1,1,R-52795,G&G|Pot|Yogurt Berries
