IngredientId,Qty,Uom,Conversion,InvFactor,Recipe
I-43722,4.000,Kg,1.00000000,1.0000,P-50397
I-4724,50.000,g,0.00220462,12.5000,P-50397
I-6026,35.000,g,1.00000000,8.7500,P-50397
P-26020,85.000,g,0.00100000,21.2500,P-50397
I-4626,1.000,CT,1.00000000,0.0833,P-50398
I-4491,5.000,Kg,2.20462000,1.0000,P-50651
I-3624,5.000,g,0.00100000,0.0100,P-50677
I-3660,125.000,g,0.00100000,0.2500,P-50677
I-5983,500.000,ml,0.00100000,1.0000,P-50677
I-9382,120.000,ml,0.00100000,0.2400,P-50677
P-21077,250.000,g,0.00100000,0.5000,P-50677
I-3660,125.000,g,0.00100000,0.2500,P-50683
I-40451,5.000,g,1.00000000,0.0100,P-50683
I-5983,120.000,ml,0.00100000,0.2400,P-50683
I-9382,120.000,ml,0.00100000,0.2400,P-50683
P-9713,250.000,g,0.00100000,0.5000,P-50683
I-6820,10.000,g,0.00100000,0.1000,P-50692
I-7388,100.000,g,0.00100000,1.0000,P-50692
P-18907,1.000,g,1.00000000,0.0100,P-50692
I-1813,50.000,ml,0.03381406,33.3333,P-50784
I-4472,12.000,CT,1.00000000,8.0000,P-50784
P-18907,20.000,g,1.00000000,13.3333,P-50784
I-4472,1.000,CT,1.00000000,0.2500,P-51510
I-4495,60.000,lb,1.00000000,2.7523,P-51523
I-4848,1.000,Kg,2.20462000,1.5385,P-51537
I-4917,1.000,Kg,2.20462000,2.0000,P-51538
I-4712,1.000,CT,1.00000000,0.1250,P-52620
I-4787,1.000,Kg,2.20462000,1.1111,P-53616
I-13205,1.000,CT,1.00000000,0.0057,P-53762
I-3388,100.000,ml,0.00100000,88.9680,P-54203
I-8340,2.250,Kg,35.27399000,2.0018,P-54203
P-18907,10.000,g,1.00000000,8.8968,P-54203
I-16215,30.000,g,0.00100000,0.4000,P-54204
I-3321,10.000,g,0.00100000,0.1333,P-54204
I-3391,10.000,ml,0.00100000,0.1333,P-54204
I-3590,5.000,g,0.00100000,0.0667,P-54204
I-3696,10.000,ml,1.00000000,0.1333,P-54204
I-5983,10.000,ml,0.00100000,0.1333,P-54204
I-3388,150.000,ml,0.00100000,18.7500,P-55134
I-4896,2.500,Kg,2.20462000,0.3125,P-55134
P-10241,3.000,Kg,1.00000000,0.3750,P-55134
P-18907,75.000,g,1.00000000,9.3750,P-55134
P-35258,3.000,Kg,1.00000000,0.3750,P-55134
I-3688,16.000,CT,1.00000000,32.0000,P-55548
I-51440,118.000,g,1.00000000,236.0000,P-55548
I-6026,1.000,g,1.00000000,2.0000,P-55548
I-22026,70.000,ml,0.00100000,28.0000,P-56398
I-4712,4.000,CT,1.00000000,1.6000,P-56398
P-24750,40.000,g,0.00100000,16.0000,P-56398
P-44913,2.000,Kg,1.00000000,0.8000,P-56398
P-50587,200.000,g,0.00100000,80.0000,P-56398
P-56811,25.000,g,0.00100000,10.0000,P-56398
I-16215,50.000,g,0.00100000,0.1429,P-56540
I-3391,20.000,ml,0.00100000,0.0571,P-56540
I-3590,10.000,g,0.00100000,0.0286,P-56540
I-5022,450.000,g,0.00100000,1.2857,P-56540
P-26020,10.000,g,0.00100000,0.0286,P-56540
I-4894,1.000,Kg,2.20462000,1.0000,P-56797
I-30068,1.000,Kg,2.20462000,0.0012,P-56921
I-3387,15.000,ml,0.00100000,0.0182,P-56923
I-4920,1.000,Kg,2.20462000,0.0012,P-56923
P-18907,5.000,g,1.00000000,0.0061,P-56923
I-3389,175.000,ml,0.00100000,30.3030,P-57097
I-3624,18.000,g,0.00100000,3.1169,P-57097
P-18907,18.000,g,1.00000000,3.1169,P-57097
P-26020,175.000,g,0.00100000,30.3030,P-57097
P-44901,18.000,g,0.00100000,3.1169,P-57097
P-44964,1.750,Kg,1000.00000000,0.3030,P-57097
P-56797,175.000,g,0.00100000,30.3030,P-57097
P-61492,1.740,Kg,1.00000000,0.3013,P-57097
I-4640,1.000,Kg,8.33333000,1.0526,P-57348
I-4914,1.000,Kg,2.20462000,1.0526,P-57816
I-4914,1.000,Kg,2.20462000,1.0526,P-57962
I-2979,2.500,g,1.00000000,0.5000,P-58350
I-3223,1.500,L,1.00000000,0.3000,P-58350
I-3389,90.000,ml,0.00100000,18.0000,P-58350
I-3468,1.500,Kg,0.92735000,0.3000,P-58350
I-3660,50.000,g,0.00100000,10.0000,P-58350
I-5983,750.000,ml,0.00100000,150.0000,P-58350
I-6026,7.000,g,1.00000000,1.4000,P-58350
I-6812,3.000,g,0.00100000,0.6000,P-58350
P-26226,1.400,L,1.00000000,0.2800,P-58350
P-38556,500.000,g,0.00100000,100.0000,P-58350
P-44901,3.000,g,0.00100000,0.6000,P-58350
P-51537,2.000,g,0.00100000,0.4000,P-58350
P-7444,45.000,ml,0.00100000,9.0000,P-58350
I-40951,1200.000,g,1.00000000,1200.0000,P-58353
I-3670,60.000,ml,0.00100000,37.5000,P-58355
I-6026,3.000,g,1.00000000,1.8750,P-58355
I-6812,2.000,g,0.00100000,1.2500,P-58355
P-44901,5.000,g,0.00100000,3.1250,P-58355
P-51580,2.000,Kg,1.00000000,1.2500,P-58355
I-2217,125.000,ml,0.00100000,55.5556,P-58715
I-4732,1.000,Kg,2.20462000,0.4444,P-58715
I-8060,50.000,g,1.00000000,22.2222,P-58715
I-8395,2.250,Kg,2.20462000,1.0000,P-58715
P-18907,3.000,g,1.00000000,1.3333,P-58715
P-26020,20.000,g,0.00100000,8.8889,P-58715
P-46870,5.000,g,1.00000000,2.2222,P-58715
P-50429,20.000,g,1.00000000,8.8889,P-58715
P-50676,5.000,g,0.00100000,2.2222,P-58715
I-3389,120.000,ml,0.00100000,120.0000,P-58862
I-3624,2.000,g,0.00100000,2.0000,P-58862
P-26019,2.000,g,1.00000000,2.0000,P-58862
P-7420,1.000,Kg,1.00000000,1.0000,P-58862
I-23336,2.840,L,1.00000000,1.6322,P-61492
I-4288,1.000,Kg,2.20462000,0.0011,P-61660
I-2893,1.000,Kg,1.00000000,0.5000,P-61746
I-3389,45.000,ml,0.00100000,22.5000,P-61746
P-25993,5.000,g,1.00000000,2.5000,P-61746
P-26020,15.000,g,0.00100000,7.5000,P-61746
P-38556,50.000,g,0.00100000,25.0000,P-61746
P-53277,2.000,L,1.00000000,1.0000,P-61746
P-9735,50.000,g,0.00100000,25.0000,P-61746
I-3447,500.000,ml,1.00000000,117.6471,P-61747
I-60772,3.500,L,1.00000000,0.8235,P-61747
I-6443,250.000,ml,0.03381406,58.8235,P-61747
P-18907,15.000,g,1.00000000,3.5294,P-61747
I-11814,20.000,g,1.00000000,20.0000,P-61751
I-3670,30.000,ml,0.00100000,30.0000,P-61751
I-4588,1.000,Kg,3.47222000,1.0000,P-61751
I-6006,30.000,ml,0.00100000,30.0000,P-61751
P-25993,4.000,g,1.00000000,4.0000,P-61751
I-8340,1.000,Kg,35.27399000,0.0011,P-62008
I-4538,25.000,Kg,2.20462000,1.3158,P-7420
I-3387,1.000,L,1.00000000,0.2500,P-7444
I-4657,5.000,lb,1.00000000,1.2500,P-7444
I-3779,3.000,Kg,1.00000000,0.5556,P-7736
P-53277,6.000,L,1.00000000,1.1111,P-7736
I-4598,36.000,CT,1.00000000,0.7273,P-9722
P-9722,1.000,Kg,2.20462000,2.2026,P-9735
P-48933,1.000,Kg,1.00000000,1.0000,P-9740
I-4826,48.000,BUNCH,1.00000000,2.5196,P-9854
P-47775,150.000,g,0.00100000,1.0000,R-25415
P-50380,35.000,ml,0.00100000,1.0000,R-25415
P-50651,90.000,g,0.00100000,1.0000,R-25415
P-51582,20.000,g,0.00100000,1.0000,R-25415
P-61660,20.000,g,1.00000000,1.0000,R-25415
P-7736,120.000,g,0.00100000,1.0000,R-25415
I-3388,5.000,ml,0.00100000,1.0000,R-27405
P-18907,0.100,g,1.00000000,1.0000,R-27405
P-26021,60.000,g,0.00100000,1.0000,R-27405
P-26062,30.000,g,0.00100000,1.0000,R-27405
P-26090,65.000,g,0.00100000,1.0000,R-27405
P-26140,40.000,g,0.00100000,1.0000,R-27405
P-26382,150.000,g,0.00100000,1.0000,R-27405
P-26383,50.000,ml,0.00100000,1.0000,R-27405
P-51510,1.000,PTN,1.00000000,1.0000,R-27405
P-52620,1.000,piece,1.00000000,1.0000,R-27405
P-53616,3.000,g,0.00100000,1.0000,R-27405
P-55548,10.000,g,0.00100000,1.0000,R-27405
I-13254,10.000,g,0.00220462,1.0000,R-32886
I-1813,5.000,ml,0.03381406,1.0000,R-32886
I-3524,40.000,g,0.00100000,1.0000,R-32886
I-41181,1.000,ea,1.00000000,1.0000,R-32886
I-4896,10.000,g,0.00220462,1.0000,R-32886
P-26090,120.000,g,0.00100000,1.0000,R-32886
P-26383,30.000,ml,0.00100000,1.0000,R-32886
P-26401,25.000,g,0.00100000,1.0000,R-32886
P-32800,100.000,g,0.00100000,1.0000,R-32886
P-54697,1.000,each,1.00000000,1.0000,R-32886
I-4509,10.000,g,0.00220462,1.0000,R-35319
I-8374,4.000,ea,1.00000000,1.0000,R-35319
P-26381,5.000,ml,0.00100000,1.0000,R-35319
P-26883,100.000,g,0.00100000,1.0000,R-35319
P-35318,360.000,ml,0.00100000,1.0000,R-35319
P-39057,3.000,g,1.00000000,1.0000,R-35319
P-51523,40.000,g,0.00100000,1.0000,R-35319
P-62008,10.000,g,1.00000000,1.0000,R-35319
P-9854,5.000,g,0.00100000,1.0000,R-35319
I-1034,0.500,CT,1.00000000,1.0000,R-35461
P-26053,60.000,ml,0.00100000,1.0000,R-35461
P-26401,20.000,g,0.00100000,1.0000,R-35461
P-28994,50.000,g,0.00100000,1.0000,R-35461
P-35460,250.000,g,0.00100000,1.0000,R-35461
P-54697,1.000,each,1.00000000,1.0000,R-35461
I-4509,50.000,g,0.00220462,1.0000,R-35782
P-26021,60.000,g,0.00100000,1.0000,R-35782
P-26090,65.000,g,0.00100000,1.0000,R-35782
P-35732,150.000,g,0.00100000,1.0000,R-35782
P-35733,2.000,g,1.00000000,1.0000,R-35782
P-35787,45.000,ml,0.00100000,1.0000,R-35782
P-39057,3.000,g,1.00000000,1.0000,R-35782
I-2141,10.000,g,0.00100000,1.0000,R-36568
I-3387,15.000,ml,0.00100000,1.0000,R-36568
I-4463,10.000,g,0.00220462,1.0000,R-36568
P-25993,0.500,g,1.00000000,1.0000,R-36568
P-26216,180.000,g,0.00100000,1.0000,R-36568
P-36566,100.000,ml,0.00100000,1.0000,R-36568
P-50500,2.000,g,1.00000000,1.0000,R-36568
P-50966,40.000,g,0.00100000,1.0000,R-36568
I-1034,1.000,CT,1.00000000,1.0000,R-50401
I-6829,20.000,g,0.00100000,1.0000,R-50401
P-25761,20.000,g,0.00220462,1.0000,R-50401
P-28994,60.000,g,0.00100000,1.0000,R-50401
P-46507,60.000,g,0.00100000,1.0000,R-50401
P-50395,80.000,g,0.00100000,1.0000,R-50401
P-50397,60.000,ml,0.00100000,1.0000,R-50401
P-50398,4.000,CT,1.00000000,1.0000,R-50401
P-54697,1.000,each,1.00000000,1.0000,R-50401
I-3590,2.000,g,0.00100000,1.0000,R-54202
I-4509,40.000,g,0.00220462,1.0000,R-54202
I-54025,30.000,ml,0.00100000,1.0000,R-54202
P-18318,10.000,g,1.00000000,1.0000,R-54202
P-26057,1.000,ea,1.00000000,1.0000,R-54202
P-26143,140.000,g,0.00100000,1.0000,R-54202
P-50677,30.000,g,1.00000000,1.0000,R-54202
P-50683,30.000,g,1.00000000,1.0000,R-54202
P-50692,60.000,g,1.00000000,1.0000,R-54202
P-54203,20.000,g,0.00100000,1.0000,R-54202
P-54204,60.000,ml,1.00000000,1.0000,R-54202
P-56540,100.000,g,1.00000000,1.0000,R-54202
I-1152,1.000,CT,1.00000000,1.0000,R-55133
I-14179,60.000,g,0.00100000,1.0000,R-55133
I-2254,60.000,ml,0.00100000,1.0000,R-55133
P-26062,60.000,g,0.00100000,1.0000,R-55133
P-50802,40.000,g,0.00100000,1.0000,R-55133
P-55134,85.000,g,0.00100000,1.0000,R-55133
P-55548,10.000,g,0.00100000,1.0000,R-55133
I-4463,50.000,g,0.00220462,1.0000,R-56539
I-4472,1.000,CT,1.00000000,1.0000,R-56539
I-4896,50.000,g,0.00220462,1.0000,R-56539
I-5021,20.000,g,0.00220462,1.0000,R-56539
I-57743,10.000,g,0.00220462,1.0000,R-56539
I-57744,2.000,g,0.03527399,1.0000,R-56539
P-26051,60.000,ml,0.00100000,1.0000,R-56539
P-50289,15.000,g,1.00000000,1.0000,R-56539
P-50677,25.000,g,1.00000000,1.0000,R-56539
I-1152,1.000,CT,1.00000000,1.0000,R-57098
I-14179,60.000,g,0.00100000,1.0000,R-57098
I-2254,60.000,ml,0.00100000,1.0000,R-57098
P-26062,60.000,g,0.00100000,1.0000,R-57098
P-55548,10.000,g,0.00100000,1.0000,R-57098
P-57097,100.000,g,0.00100000,1.0000,R-57098
I-2979,0.500,g,1.00000000,1.0000,R-58351
P-20368,45.000,g,0.00100000,1.0000,R-58351
P-26019,1.000,g,1.00000000,1.0000,R-58351
P-26216,180.000,g,0.00100000,1.0000,R-58351
P-44901,1.000,g,0.00100000,1.0000,R-58351
P-50801,15.000,g,0.00100000,1.0000,R-58351
P-50966,60.000,g,0.00100000,1.0000,R-58351
P-58350,300.000,ml,0.00100000,1.0000,R-58351
P-58353,5.000,g,0.00100000,1.0000,R-58351
P-58355,120.000,g,0.00100000,1.0000,R-58351
I-55414,0.500,each,1.00000000,1.0000,R-58716
P-44728,2.000,g,1.00000000,1.0000,R-58716
P-58715,100.000,g,0.00100000,1.0000,R-58716
I-1152,1.000,CT,1.00000000,1.0000,R-60319
I-14179,60.000,g,0.00100000,1.0000,R-60319
I-2254,60.000,ml,0.00100000,1.0000,R-60319
I-4488,30.000,g,0.00220462,1.0000,R-60319
P-26062,30.000,g,0.00100000,1.0000,R-60319
P-26205,100.000,g,0.00100000,1.0000,R-60319
P-55548,10.000,g,0.00100000,1.0000,R-60319
P-56398,30.000,g,0.00100000,1.0000,R-60319
I-2068,40.000,g,0.00100000,1.0000,R-61744
I-3321,10.000,g,0.00100000,1.0000,R-61744
I-55414,0.500,each,1.00000000,1.0000,R-61744
P-54697,1.000,each,1.00000000,1.0000,R-61744
P-58862,80.000,g,0.00100000,1.0000,R-61744
P-26062,20.000,g,0.00100000,1.0000,R-61748
P-34293,30.000,g,0.00220462,1.0000,R-61748
P-49176,300.000,g,0.00100000,1.0000,R-61748
P-50801,5.000,g,0.00100000,1.0000,R-61748
P-56398,30.000,g,0.00100000,1.0000,R-61748
P-61746,120.000,g,0.00100000,1.0000,R-61748
P-61747,45.000,ml,0.00100000,1.0000,R-61748
I-40944,4.000,g,1.00000000,1.0000,R-61750
I-43722,40.000,g,0.00100000,1.0000,R-61750
I-55414,0.500,each,1.00000000,1.0000,R-61750
P-50429,4.000,g,1.00000000,1.0000,R-61750
P-53762,5.000,g,1.00000000,1.0000,R-61750
P-61751,80.000,g,0.00100000,1.0000,R-61750
P-48933,1.000,Kg,1.00000000,1.0000,P-10113
I-4593,12.000,CT,1.00000000,1.3333,P-20248
I-4819,50.000,lb,1.00000000,2.3810,P-25893
P-18907,125.000,g,1.00000000,5.9524,P-25893
I-42350,22.000,Kg,1.00000000,1.2222,P-26182
P-26067,3.000,L,1.00000000,0.1667,P-26182
P-26164,1.100,Kg,1.00000000,0.0611,P-26182
I-3336,1.250,L,1.00000000,0.1389,P-26184
I-3364,454.000,g,1.00000000,50.4444,P-26184
I-3365,150.000,ml,0.00100000,16.6667,P-26184
I-3388,125.000,ml,0.00100000,13.8889,P-26184
I-3658,454.000,g,0.00100000,50.4444,P-26184
I-4745,1.500,Kg,2.20462000,0.1667,P-26184
I-5983,4.000,L,1.00000000,0.4444,P-26184
I-6026,80.000,g,1.00000000,8.8889,P-26184
I-7935,4.530,Kg,1.00000000,0.5033,P-26184
I-9382,150.000,ml,0.00100000,16.6667,P-26184
P-26164,100.000,g,0.00100000,11.1111,P-26184
I-2217,4.000,L,1.00000000,0.0909,P-26310
I-4819,45.000,Kg,2.20462000,1.0227,P-26310
I-4919,300.000,g,0.00220462,6.8182,P-26310
I-8060,680.000,g,1.00000000,15.4545,P-26310
P-18907,75.000,g,1.00000000,1.7045,P-26310
I-3977,2.000,Kg,1.00000000,1.2500,P-28354
P-26164,75.000,g,0.00100000,46.8750,P-28354
I-4894,2.500,Kg,2.20462000,0.0025,P-43583
I-51440,250.000,g,1.00000000,0.2500,P-43583
I-6026,50.000,g,1.00000000,0.0500,P-43583
I-4572,11.400,Kg,2.20462000,1.0206,P-43702
I-4598,23.000,Kg,1.25000000,1.6902,P-44314
I-4712,1.000,CT,1.00000000,0.0125,P-44585
I-11172,4.000,g,0.00100000,4.0000,P-49662
I-12176,10.000,g,0.00100000,10.0000,P-49662
I-3389,120.000,ml,0.00100000,120.0000,P-49662
I-4967,1.200,Kg,2.20462000,1.2000,P-49662
I-3388,300.000,ml,0.00100000,85.7143,P-50424
I-3621,5.000,g,1.00000000,1.4286,P-50424
I-3640,25.000,g,1.00000000,7.1429,P-50424
I-4731,5.000,Kg,2.20462000,1.4286,P-50424
I-4847,30.000,g,0.00220462,8.5714,P-50424
I-4919,30.000,g,0.00220462,8.5714,P-50424
I-5975,25.000,g,0.00100000,7.1429,P-50424
P-18907,30.000,g,1.00000000,8.5714,P-50424
P-26020,50.000,g,0.00100000,14.2857,P-50424
P-50429,30.000,g,1.00000000,8.5714,P-50424
I-4657,700.000,g,0.00220462,164.7059,P-52544
I-6006,4.000,L,1.00000000,0.9412,P-52544
I-1813,250.000,ml,0.03381406,35.7143,P-55139
I-2897,500.000,g,0.00100000,71.4286,P-55139
I-3321,450.000,g,0.00100000,64.2857,P-55139
I-3388,2.500,L,1.00000000,0.3571,P-55139
I-3389,2.000,L,1.00000000,0.2857,P-55139
I-4695,30.000,g,0.00220462,4.2857,P-55139
I-4894,120.000,g,0.00220462,17.1429,P-55139
I-4919,10.000,g,0.00220462,1.4286,P-55139
I-6825,1.500,L,1.00000000,0.2143,P-55139
P-18907,35.000,g,1.00000000,5.0000,P-55139
I-3388,150.000,ml,0.00100000,100.0000,P-55564
I-4657,250.000,g,0.00220462,166.6667,P-55564
I-4708,250.000,g,0.00220462,166.6667,P-55564
I-4894,500.000,g,0.00220462,333.3333,P-55564
I-9685,250.000,g,0.00220462,166.6667,P-55564
P-10113,100.000,g,0.00100000,40.0000,P-55818
P-51582,750.000,g,0.00100000,300.0000,P-55818
P-56459,250.000,ml,0.00100000,100.0000,P-55818
P-9710,750.000,g,0.00220462,300.0000,P-55818
P-9712,750.000,g,0.00220462,300.0000,P-55818
I-4708,1.000,Kg,2.20462000,0.0014,P-56819
I-4796,1.000,Kg,2.20462000,1.0526,P-56833
P-46492,1.000,Kg,1.00000000,1.0000,P-57337
I-1813,300.000,ml,0.03381406,120.0000,P-57369
I-1820,300.000,ml,0.00100000,120.0000,P-57369
I-3159,45.000,ml,0.00100000,18.0000,P-57369
I-3389,60.000,ml,0.00100000,24.0000,P-57369
I-4729,1.000,Kg,2.20462000,0.4000,P-57369
I-6829,1.000,Kg,1.00000000,0.4000,P-57369
P-18907,5.000,g,1.00000000,2.0000,P-57369
P-26020,50.000,g,0.00100000,20.0000,P-57369
P-50429,50.000,g,1.00000000,20.0000,P-57369
P-57337,10.000,g,0.00100000,4.0000,P-57369
P-57370,100.000,g,0.00100000,40.0000,P-57369
I-11195,1.000,Kg,1.00000000,1.0000,P-57376
I-2648,1.000,Kg,2.20462000,0.7143,P-57588
I-5983,2.000,L,1.00000000,1.4286,P-57588
I-6026,5.000,g,1.00000000,3.5714,P-57588
I-3389,60.000,ml,0.00100000,0.0632,P-58863
P-20248,850.000,g,0.00100000,0.8947,P-58863
P-57183,60.000,g,1.00000000,0.0632,P-58863
P-60816,60.000,g,1.00000000,0.0632,P-58863
I-3389,60.000,ml,0.00100000,0.3000,P-60816
I-3586,20.000,g,1.00000000,0.1000,P-60816
I-3629,8.000,g,0.03527399,0.0400,P-60816
I-3630,6.000,g,0.03527399,0.0300,P-60816
I-37478,15.000,g,1.00000000,0.0750,P-60816
I-4657,80.000,g,0.00220462,0.4000,P-60816
I-6026,8.000,g,1.00000000,0.0400,P-60816
I-11661,4.000,Kg,1.00000000,0.2105,P-61343
I-3130,350.000,ml,1.00000000,18.4211,P-61343
I-3291,250.000,g,0.00100000,13.1579,P-61343
I-3388,200.000,ml,0.00100000,10.5263,P-61343
I-3435,500.000,g,0.00101284,26.3158,P-61343
I-4727,2.000,Kg,2.20462000,0.1053,P-61343
I-4919,50.000,g,0.00220462,2.6316,P-61343
I-5983,4.000,L,1.00000000,0.2105,P-61343
I-6820,50.000,g,0.00100000,2.6316,P-61343
P-25993,50.000,g,1.00000000,2.6316,P-61343
P-26020,500.000,g,0.00100000,26.3158,P-61343
P-43702,3.000,Kg,1.00000000,0.1579,P-61343
P-44314,3.000,Kg,1.00000000,0.1579,P-61343
P-9748,3.000,Kg,2.20462000,0.1579,P-61343
I-11094,350.000,g,0.00100000,0.3889,P-61759
I-2141,60.000,g,0.00100000,0.0667,P-61759
I-2158,8.000,CT,1.00000000,0.0089,P-61759
I-3290,120.000,g,0.00100000,0.1333,P-61759
P-18318,75.000,g,1.00000000,0.0833,P-61759
P-25993,5.000,g,1.00000000,0.0056,P-61759
P-56811,40.000,g,0.00100000,0.0444,P-61759
I-6443,30.000,ml,0.03381406,0.0375,P-61764
I-6850,750.000,mg,0.00100000,0.9375,P-61764
I-9379,15.000,ml,0.00100000,0.0188,P-61764
P-24750,15.000,g,0.00100000,0.0188,P-61764
I-26014,15.000,ml,1.00000000,5.0000,P-61783
I-3654,5.000,g,1.00000000,1.6667,P-61783
I-36672,1.000,Kg,2.20462000,0.3333,P-61783
I-3738,2.000,330ML,1.00000000,0.6667,P-61783
I-46554,300.000,ml,1.00000000,100.0000,P-61783
I-6026,10.000,g,1.00000000,3.3333,P-61783
P-53277,750.000,ml,0.00100000,250.0000,P-61783
P-55564,250.000,g,0.00100000,83.3333,P-61783
I-3223,125.000,ml,0.00100000,0.1563,P-61785
I-35336,50.000,g,0.00220462,0.0625,P-61785
I-45114,30.000,ml,0.03381406,0.0375,P-61785
I-6443,125.000,ml,0.03381406,0.1563,P-61785
P-52544,250.000,ml,0.00100000,0.3125,P-61785
P-55564,250.000,g,0.00100000,0.3125,P-61785
I-4509,200.000,g,0.00220462,181.8182,P-61786
P-33911,500.000,g,0.00100000,454.5455,P-61786
P-56811,50.000,g,0.00100000,45.4545,P-61786
P-58353,150.000,g,0.00100000,136.3636,P-61786
P-9765,200.000,g,0.00100000,181.8182,P-61786
I-3388,20.000,ml,0.00100000,16.0000,P-61788
I-4750,1.250,Kg,2.20462000,1.0000,P-61788
P-25993,10.000,g,1.00000000,8.0000,P-61788
I-3389,200.000,ml,0.00100000,50.0000,P-61789
P-25993,10.000,g,1.00000000,2.5000,P-61789
P-49662,2.000,Kg,1.00000000,0.5000,P-61789
P-61788,1.000,Kg,1.00000000,0.2500,P-61789
P-61790,1.000,Kg,1000.00000000,0.2500,P-61789
I-4640,1.000,Kg,8.33333000,0.0011,P-61790
I-3388,100.000,ml,0.00100000,0.1274,P-61795
I-3629,10.000,g,0.03527399,0.0127,P-61795
I-6026,5.000,g,1.00000000,0.0064,P-61795
I-6028,20.000,g,0.00100000,0.0255,P-61795
I-61712,20.000,g,0.00220462,0.0255,P-61795
I-6443,60.000,ml,0.03381406,0.0764,P-61795
I-6812,10.000,g,0.00100000,0.0127,P-61795
P-26020,40.000,g,0.00100000,0.0510,P-61795
P-56819,300.000,g,1.00000000,0.3822,P-61795
P-56833,30.000,g,0.00100000,0.0382,P-61795
P-57370,150.000,g,0.00100000,0.1911,P-61795
P-7445,40.000,g,0.00100000,0.0510,P-61795
I-3853,10.000,CT,1.00000000,1.0000,P-61796
P-61795,800.000,g,1.00000000,80.0000,P-61796
I-60843,2.000,Kg,1000.00000000,0.7143,P-61802
P-61795,800.000,g,1.00000000,285.7143,P-61802
I-3291,200.000,g,0.00100000,10.5263,P-61806
I-3388,200.000,ml,0.00100000,10.5263,P-61806
I-3435,200.000,g,0.00101284,10.5263,P-61806
I-4727,3.000,Kg,2.20462000,0.1579,P-61806
I-4898,3.000,Kg,2.20462000,0.1579,P-61806
I-4919,50.000,g,0.00220462,2.6316,P-61806
I-6820,50.000,g,0.00100000,2.6316,P-61806
P-26020,500.000,g,0.00100000,26.3158,P-61806
P-43702,3.000,Kg,1.00000000,0.1579,P-61806
P-44314,3.000,Kg,1.00000000,0.1579,P-61806
P-53277,4.000,L,1.00000000,0.2105,P-61806
P-9748,3.000,Kg,2.20462000,0.1579,P-61806
P-43583,15.000,g,1.00000000,0.0909,P-62039
P-61785,45.000,ml,1.00000000,0.2727,P-62039
P-61786,150.000,g,0.00100000,0.9091,P-62039
I-2205,2.000,L,1.00000000,0.0606,P-7093
I-2217,2.000,L,1.00000000,0.0606,P-7093
I-3497,2.000,oz,0.02834950,0.0606,P-7093
I-3647,2.000,oz,0.02834950,0.0606,P-7093
I-4819,25.000,lb,1.00000000,0.7576,P-7093
I-8060,2.000,lb,453.59200000,0.0606,P-7093
I-3388,500.000,ml,0.00100000,100.0000,P-7445
I-9685,4.500,Kg,2.20462000,0.9000,P-7445
I-4550,50.000,lb,1.00000000,1.2500,P-9710
I-4556,50.000,lb,1.00000000,1.2500,P-9712
P-9745,1.000,lb,1.00000000,1.0000,P-9748
P-26067,60.000,ml,0.00100000,1.0000,R-28338
P-26182,170.000,g,0.00100000,1.0000,R-28338
P-26184,140.000,g,0.00100000,1.0000,R-28340
P-28354,200.000,g,0.00100000,1.0000,R-28355
P-26310,170.000,g,0.00100000,1.0000,R-28363
I-3389,5.000,ml,0.00100000,1.0000,R-34024
P-18318,5.000,g,1.00000000,1.0000,R-34024
P-57369,120.000,g,0.00100000,1.0000,R-34024
P-58863,150.000,g,1.00000000,1.0000,R-34024
P-25893,85.000,g,0.00100000,1.0000,R-37081
P-26225,70.000,g,0.00220462,1.0000,R-37081
P-28354,200.000,g,0.00100000,1.0000,R-37081
P-25893,170.000,g,0.00100000,1.0000,R-37082
P-26225,140.000,g,0.00220462,1.0000,R-37082
P-28354,200.000,g,0.00100000,1.0000,R-37082
P-26067,60.000,ml,0.00100000,1.0000,R-40749
P-26182,170.000,g,0.00100000,1.0000,R-40749
P-26184,70.000,g,0.00100000,1.0000,R-40749
P-55818,45.000,g,0.00100000,1.0000,R-40749
P-26067,60.000,ml,0.00100000,1.0000,R-40750
P-26182,170.000,g,0.00100000,1.0000,R-40750
P-26184,140.000,g,0.00100000,1.0000,R-40750
P-55818,120.000,g,0.00100000,1.0000,R-40750
I-3389,5.000,ml,0.00100000,1.0000,R-51309
P-18318,5.000,g,1.00000000,1.0000,R-51309
P-26225,70.000,g,0.00220462,1.0000,R-51309
P-57369,120.000,g,0.00100000,1.0000,R-51309
P-58863,150.000,g,1.00000000,1.0000,R-51309
P-7093,85.000,g,0.00100000,1.0000,R-51309
I-3389,5.000,ml,0.00100000,1.0000,R-51310
P-18318,5.000,g,1.00000000,1.0000,R-51310
P-26225,140.000,g,0.00220462,1.0000,R-51310
P-57369,120.000,g,0.00100000,1.0000,R-51310
P-58863,150.000,g,1.00000000,1.0000,R-51310
P-7093,170.000,g,0.00100000,1.0000,R-51310
I-2141,5.000,g,0.00100000,1.0000,R-57375
P-26069,50.000,g,1.00000000,1.0000,R-57375
P-55139,60.000,ml,0.00100000,1.0000,R-57375
P-57376,5.000,g,0.00100000,1.0000,R-57375
P-57588,150.000,g,0.00100000,1.0000,R-57375
P-7093,150.000,g,0.00100000,1.0000,R-57587
I-2141,5.000,g,0.00100000,1.0000,R-61292
P-26069,50.000,g,1.00000000,1.0000,R-61292
