ConversionId,Multiplier,ConvertFromQty,ConvertFromUom,ConvertToQty,ConvertToUom
P-50510,0.014285714,1.0,slice,70.0,g
P-22030,0.01,1.0,slice,100.0,g
P-63831,0.01,1.0,slice,100.0,g
P-38172,0.01,1.0,PTN,100.0,g
P-22048,0.01,1.0,slice,100.0,g
P-22042,0.01,1.0,slice,100.0,g
P-22049,0.01,1.0,slice,100.0,g
P-63830,0.01,1.0,slice,100.0,g
P-38170,0.01,1.0,PTN,100.0,g
P-13850,0.005876592,30.0,slice,5105.0,g
P-53808,0.016814573,36.0,CT,2141.0,g
P-55093,0.02,48.0,CT,2400.0,g
P-33780,0.008849558,1.0,ea,113.0,g
P-50612,0.001,1.5,1L,1500.0,ml
P-50614,0.003947368,12.0,CT,3040.0,g
P-55184,0.012195122,4.0,ea,328.0,ml
P-36780,0.006097561,2.0,ea,328.0,ml
P-56681,0.006097561,2.0,ea,328.0,ml
P-64672,0.022222222000000003,1.0,CT,45.0,g
P-64039,0.005882353000000001,6.0,slice,1020.0,g
P-32664,0.016393443,1.0,each,61.0,g
P-55707,0.005405405,1.0,PTN,185.0,g
P-55709,0.005405405,1.0,PTN,185.0,g
P-62293,0.005405405,1.0,PTN,185.0,g
P-62023,0.006451613,1.0,ROLL,155.0,g
